,1,2,3,4,5,6,7,8,9,10
G1243,64.0,96.0,315.0,225.0,198.0,242.0,774.0,416.0,248.0,80.93
G1244,2003.0,1387.0,1094.0,2219.0,2059.0,1127.0,1138.0,689.0,847.0,765.0
G1245,50.44,588.89,51.34,64.49,23.52,184.2,76.6,44.27,36.87,1.43
G1246,9.08,5.46,1.0,1.26,7.26,2.0,7.74,7.0,7.96,8.46
G1247,19298.94,14936.0,6565.0,13429.0,19586.99,4965.0,8689.99,1128.0,4895.0,938.0
G1248,19742.0,19844.0,4606.0,11984.0,20177.0,131.0,8778.0,2149.0,4107.0,1016.0
G1249,74.0,17.0,375.0,658.0,101.0,37.0,1136.0,2113.0,911.0,2.0
G1250,175.2,82.56,448.62,343.71,243.5,425.99,426.95,547.48,302.26,430.87
G1251,6678.0,8281.0,9995.0,4806.0,3227.0,22474.0,2691.0,2178.0,1769.0,6235.0
G1252,26.0,3.0,48.0,29.0,30.0,26.0,58.0,98.0,46.0,68.0
G1253,256.0,81.0,166.0,141.0,150.0,39.0,201.0,293.0,256.0,67.0
G1254,485.93,551.0,932.46,911.8,678.79,738.96,1047.79,938.95,625.86,743.93
G1255,145.0,130.0,704.0,335.0,160.0,94.0,382.0,317.0,178.0,95.0
G1256,3.36,1.26,2.0,1.0,2.32,7.0,12.0,5.56,1.0,19.0
G1257,549.0,761.0,536.0,469.0,384.0,85.0,598.0,287.0,966.0,467.0
G1258,6.31,5.64,5.84,6.0,6.25,8.49,1.0,6.26,3.83,2.0
G1259,16.1,48.87,16.79,28.17,33.08,195.17,42.34,10.87,21.31,95.99
G1260,12.0,13.0,85.0,48.0,46.0,6.0,71.0,10.0,38.0,67.0
G1261,34.97,4.0,51.0,20.0,40.0,27.59,44.35,47.0,35.0,7.0
G1262,56.0,12.0,837.0,1726.0,403.0,110.0,1747.0,132.0,217.0,574.0
G1263,46.0,24.0,150.0,110.0,71.0,132.0,97.0,99.0,54.0,83.0
G1264,9.0,6.0,124.0,71.0,60.0,1.0,110.0,76.0,41.0,50.0
G1265,2.22,9.75,9.13,2.0,8.14,8.0,6.58,24.0,8.05,1.95
G1266,419.0,634.0,278.0,463.0,356.0,868.0,436.0,299.0,204.0,754.0
G1267,2978.0,3944.0,2023.0,4032.0,3560.0,1466.0,2092.0,960.0,899.0,2175.0
G1268,185.0,138.0,448.0,445.0,358.0,435.0,482.0,497.0,346.0,264.0
G1269,1596.0,2004.0,708.0,1608.0,1007.0,2247.0,1871.0,662.0,881.0,1095.0
G1270,1.46,1.37,7.27,23.0,2.92,796.0,2.35,16.0,7.95,1.57
G1271,7.22,2.2,7.31,4.5,3.48,5.27,3.63,7.92,3.0,6.44
G1272,2616.25,733.0,1137.0,515.0,1414.0,1082.24,1919.0,510.0,1669.0,442.0
G1273,1943.73,886.81,901.77,1358.76,1570.04,604.64,874.62,1663.61,1525.49,640.64
G1274,8.85,94.0,9.25,67.0,4.0,24.0,211.0,3.0,2.0,161.0
G1275,288.0,200.0,396.0,473.0,388.0,738.86,541.89,632.76,455.0,328.0
G1276,24.0,31.0,98.0,39.0,48.0,187.0,98.0,127.0,132.0,147.0
G1277,6.0,6.0,33.0,96.0,39.0,77.0,21.0,39.0,18.0,5.0
G1278,15.0,24.0,52.0,38.0,41.0,56.0,24.0,90.0,25.0,59.0
G1279,36.81,27.1,150.23,167.22,104.91,35.99,140.94,40.62,74.88,70.23
G1280,71.0,70.0,230.0,178.0,94.0,134.0,171.0,173.0,77.0,197.0
G1281,41.0,54.0,18.0,26.0,27.0,325.0,32.0,12.0,12.0,132.0
G1282,13.0,8.0,6.0,6.0,5.0,11.0,13.25,3.0,8.0,5.51
G1283,226.0,226.0,281.0,223.0,257.0,407.0,424.0,85.0,309.0,34.0
G1284,177.0,163.0,350.0,328.0,264.0,322.0,303.0,323.0,174.0,331.0
G1285,14.0,18.0,20.0,17.0,26.0,6.0,58.0,16.0,81.0,2.0
G1286,126.0,169.0,340.0,197.0,164.0,254.0,420.0,350.0,316.0,362.0
G1287,39.0,17.0,53.0,52.0,31.0,10.0,77.0,61.0,27.0,19.0
G1288,206.0,235.0,996.0,327.0,237.0,506.0,169.0,218.0,165.0,605.0
G1289,458.34,389.79,257.71,477.82,408.99,300.97,298.24,205.93,422.91,294.92
G1290,40.0,37.0,63.0,55.0,46.0,25.0,56.0,63.0,60.0,17.0
G1291,26.0,24.0,166.99,348.99,153.0,4.0,74.0,71.0,38.0,528.93
G1292,206.67,179.84,477.82,759.88,457.91,396.86,742.84,547.0,598.45,499.0
G1293,96.0,198.0,139.0,61.0,464.0,12.0,100.0,18.0,16.0,159.0
G1294,1036.99,1288.19,1231.11,1033.54,740.6,4403.96,1323.19,964.63,449.09,2425.7
G1295,38.0,13.0,24.0,12.0,7.0,2.0,23.0,21.0,62.0,5.1
G1296,1426.0,3056.0,3772.0,2213.0,2939.0,2879.0,2491.0,4960.0,1426.0,2261.0
G1297,460.0,125.0,495.0,517.0,338.0,151.0,595.0,683.0,680.0,242.0
G1298,35.0,36.0,91.0,162.0,64.0,2452.0,63.0,38.0,44.0,5.0
G1299,25.0,40.0,187.0,114.0,140.0,2.0,382.0,4.0,190.0,4.72
G1300,393.3,345.74,533.13,550.99,475.33,445.08,493.88,721.98,553.93,446.04
G1301,327.0,374.0,720.83,699.92,430.77,1480.5,851.61,482.0,530.78,792.1
G1302,289.0,470.0,389.0,464.0,469.0,81.0,329.0,174.0,230.0,146.0
G1303,268.48,316.91,416.26,549.16,349.62,377.95,257.08,314.64,381.82,385.88
G1304,1832.4,1826.57,1422.63,2124.0,2193.0,3346.0,2044.0,1955.06,2403.0,1459.43
G1305,30.0,4.0,14.0,10.0,2.0,5.64,14.0,15.27,36.0,2.0
G1306,539.0,1325.0,1791.0,957.0,888.0,2137.0,668.0,570.0,144.0,1252.0
G1307,93.0,100.0,226.0,174.0,145.0,453.0,201.0,354.0,159.0,183.0
G1308,142.0,143.0,219.0,185.0,131.0,923.0,145.0,100.0,116.0,177.0
G1309,125.4,98.61,203.75,103.8,156.0,72.0,385.06,106.84,272.0,188.6
G1310,1572.0,1981.0,805.0,1603.0,1944.0,5106.0,1278.0,736.0,739.0,653.0
G1311,215.0,199.0,429.0,413.0,267.0,810.0,409.0,362.0,406.0,665.0
G1312,36.0,40.0,48.0,70.0,71.0,175.0,57.0,219.0,69.0,97.0
G1313,371.0,302.0,518.0,555.0,540.0,1040.0,584.0,515.0,441.0,507.0
G1314,447.73,422.0,452.0,549.17,542.0,646.06,427.0,634.0,355.0,431.0
G1315,3.0,6.05,8.0,11.0,7.0,5.0,8.0,11.0,3.56,14.0
G1316,631.0,1037.0,639.0,1176.0,873.0,745.0,1231.0,1006.0,959.0,47.0
G1317,1850.0,2395.0,2302.0,3444.0,3148.0,2485.0,2568.0,2144.0,3276.0,3866.0
G1318,860.0,929.0,1066.0,1686.0,1137.0,3760.0,1311.0,900.0,763.0,859.0
G1319,7895.31,6307.85,16867.1,16257.34,9281.36,40371.78,11766.61,8648.93,6741.12,24807.97
G1320,692.0,664.0,1016.0,798.0,692.0,1428.0,912.0,881.0,469.0,684.0
G1321,4762.0,6244.0,3990.0,3804.0,4070.0,7952.0,3236.0,2008.0,1892.0,6303.0
G1322,8.57,1448.01,671.61,51.25,722.8,68.62,1.05,6.52,16.52,22.04
G1323,71.26,219.2,9.09,27.23,90.0,8.09,1.23,5.5,1.27,4.0
G1324,1665.0,1927.0,3814.0,2320.0,1941.0,6101.0,3297.0,1807.0,1498.0,2708.0
G1325,833.84,1038.28,1172.91,1746.92,1671.6,1673.51,1513.63,972.59,1432.72,996.78
G1326,59.0,55.0,166.0,160.56,137.0,169.0,142.0,229.0,150.0,130.0
G1327,2.0,8.68,2.13,4.7,1.0,3.65,2.84,6.2,4.21,9.04
G1328,6.8,1.0,4.0,1.0,76.0,9.0,9.0,2.0,1.0,6.03
G1329,1056.0,321.0,290.0,278.0,561.0,58.0,665.0,199.0,669.0,32.0
G1330,6.0,2.0,23.0,19.0,6.0,17.0,18.0,104.0,12.0,31.0
G1331,1381.94,1657.82,2871.0,1668.99,1618.86,2674.58,1950.52,2815.75,1169.96,2649.95
G1332,105.0,93.0,310.0,245.0,116.0,389.0,193.0,168.0,113.0,278.0
G1333,3.0,1.0,40.0,16.0,8.0,62.0,24.0,192.0,4.0,105.0
G1334,233.0,352.0,405.0,483.0,445.0,414.0,513.0,406.0,587.0,352.0
G1335,169.0,174.0,185.0,312.0,260.0,160.0,209.0,411.0,306.0,154.0
G1336,1090.52,1629.31,2961.09,2547.06,1728.27,7234.25,2085.42,1969.82,1317.71,7480.6
G1337,1741.0,2179.0,2085.0,2818.0,1568.0,5175.0,2351.0,1584.0,745.0,9154.0
G1338,4.3,2.22,1.48,3.0,6.83,7.29,5.0,4.0,3.03,7.96
G1339,1.0,7.0,11.0,17.0,6.0,8.0,2.0,2.02,3.0,12.0
G1340,227.0,171.0,312.0,301.0,276.0,290.0,248.0,479.0,277.0,294.0
G1341,579.0,793.0,1215.0,519.0,653.0,864.0,1127.0,776.0,375.0,1233.0
G1342,167.0,210.0,514.0,320.0,248.0,620.0,313.0,373.0,208.0,642.0
G1343,1933.12,1970.8,1408.89,895.21,1310.13,379.73,859.14,279.42,975.52,1195.59
G1344,60.0,94.0,156.0,212.0,114.0,194.0,148.0,190.0,124.0,161.0
G1345,5.0,10.0,12.0,22.0,15.0,7.0,20.0,19.0,13.0,7.0
G1346,2700.0,3475.0,4417.0,3713.0,3443.0,5040.0,3403.0,6216.0,2317.0,3999.0
G1347,269.0,179.0,331.0,273.0,269.0,377.0,448.0,573.0,430.0,320.0
G1348,1211.0,1777.0,753.0,845.0,1715.0,474.0,228.0,430.0,321.0,223.0
G1349,368.0,589.0,244.0,810.0,267.0,85.0,743.0,200.0,401.0,62.0
G1350,219.31,239.22,362.11,446.29,357.81,434.83,300.61,499.87,361.68,570.51
G1351,8708.0,3231.0,4544.0,2125.0,3438.0,2604.0,6012.0,2634.0,7040.0,4475.0
G1352,127.0,63.0,249.0,169.0,77.0,92.0,269.0,138.0,105.0,129.0
G1353,111.89,107.61,442.8,492.08,171.93,583.96,281.59,318.3,165.82,1111.12
G1354,2464.62,3516.78,5694.38,2662.68,2297.26,12375.89,3478.13,4567.85,1342.69,15856.62
G1355,577.0,711.0,571.0,564.0,520.0,1000.0,515.0,495.0,417.0,967.0
G1356,10.0,20.0,22.0,13.0,6.0,17.0,15.0,11.0,17.0,28.0
G1357,324.0,191.0,720.0,173.0,236.0,515.0,359.0,350.0,194.0,1241.0
G1358,524.0,675.0,976.0,757.0,624.0,1671.0,873.0,759.0,477.0,1869.0
G1359,27.0,42.0,72.0,58.0,62.0,113.0,42.0,83.0,43.0,155.0
G1360,380.0,328.0,846.0,600.0,605.0,1886.0,763.0,872.0,289.0,1613.0
G1361,750.17,2133.61,998.4,903.16,836.78,1526.59,379.68,573.13,116.49,2033.44
G1362,4.24,2.0,2.77,2.0,4.71,6.5,1.25,2.12,2.0,3.69
G1363,2.0,2.0,5.0,2.0,1.12,5.0,1.0,3.0,1.0,2.0
G1364,1803.0,1855.0,4649.0,3012.0,2037.0,5304.0,3524.0,3818.0,1639.0,5848.0
G1365,455.0,476.0,1133.0,725.0,506.0,2095.0,751.0,1153.0,515.0,1980.0
G1366,8.0,4.0,17.0,5.0,24.0,1.0,39.0,3.06,21.0,1.0
G1367,4.0,1.0,2.0,2.0,6.0,3.0,8.0,1.0,10.0,4.0
G1368,1784.74,1410.12,2972.07,1732.98,1420.06,3788.48,1895.78,2884.38,382.35,3189.19
G1369,10469.0,8973.0,8508.0,4913.0,9309.0,1808.0,7470.0,2396.0,4558.0,4759.0
G1370,984.0,1466.0,1326.0,1571.0,1573.0,1626.0,735.0,596.0,312.0,1622.0
G1371,100.0,63.0,149.0,118.0,96.0,72.0,119.0,108.0,89.0,119.0
G1372,774.0,824.0,1225.0,1221.0,1101.0,1527.0,1043.0,1235.0,830.0,920.0
G1373,1952.0,375.0,887.0,767.0,1106.0,523.0,797.0,1036.0,2295.0,591.0
G1374,1.0,2.0,10.0,11.0,9.0,13.0,10.0,5.0,7.72,9.0
G1375,3160.0,2857.0,4620.99,2819.0,2243.0,6257.0,3648.0,4469.0,1235.0,6589.0
G1376,47.0,62.0,166.0,52.0,98.0,106.0,228.0,66.0,73.0,106.0
G1377,14.0,19.0,44.0,24.0,15.0,54.0,20.0,75.0,10.0,80.0
G1378,160.12,108.6,303.54,121.57,177.02,718.9,169.9,206.5,83.75,182.76
G1379,318.0,448.0,1031.0,1098.0,653.0,1114.0,682.0,568.0,382.0,573.0
G1380,138.65,184.58,466.74,316.21,369.39,407.34,207.35,340.07,145.82,397.78
G1381,867.0,1053.0,376.0,789.0,970.0,239.0,343.0,116.0,553.0,424.0
G1382,457.0,375.0,745.0,488.0,619.0,340.0,544.0,381.0,504.0,783.0
G1383,34.0,13.0,238.0,96.0,65.0,116.0,96.0,86.0,52.0,33.0
G1384,9.0,5.0,16.0,7.0,18.0,7.0,33.0,5.0,11.0,19.0
G1385,18.0,13.0,2.79,9.0,4.88,16.0,5.0,9.67,7.25,1.0
G1386,34.0,6.0,101.0,65.0,51.0,33.0,258.0,82.0,123.0,15.0
G1387,22.0,17.0,147.0,59.0,80.0,48.0,160.0,18.0,104.0,5.0
G1388,4.0,13.0,1.17,2.0,3.0,5.71,1.0,7.71,1.0,3.9
G1389,30.25,14.84,101.92,68.91,39.34,95.04,77.66,435.28,21.82,406.35
G1390,93.0,155.0,157.0,131.0,71.0,65.0,110.0,103.0,85.0,47.0
G1391,84.0,117.0,147.0,176.0,87.0,188.0,84.0,166.0,38.0,308.0
G1392,531.0,156.0,435.0,339.0,250.0,324.0,551.0,334.0,434.0,1014.0
G1393,919.0,1191.0,1150.0,1255.0,1336.0,613.0,1031.0,540.0,421.0,2661.0
G1394,4507.0,12766.62,10385.0,6311.0,6701.0,2693.45,3750.69,534.0,974.0,22194.79
G1395,90.0,188.0,163.0,545.0,161.0,28.0,75.0,12.0,57.0,5.0
G1396,1649.0,1682.0,3958.0,2355.0,1942.0,1888.0,2907.0,2595.0,1223.0,7565.0
G1397,390.0,397.0,593.0,669.0,524.0,240.0,469.0,673.0,439.0,940.04
G1398,242.0,419.0,472.0,1204.0,399.0,16.0,555.0,36.0,688.0,17.0
G1399,8.61,5.26,7.11,5.13,6.55,7.83,6.16,9.92,4.42,3.0
G1400,18.0,21.0,37.0,32.0,7.0,12.0,28.0,69.0,42.0,109.0
G1401,58.81,29.52,218.69,382.41,127.87,194.67,583.6,391.62,379.58,60.0
G1402,77.0,54.0,345.0,251.0,133.0,239.0,516.0,358.0,445.0,168.0
G1403,66.0,24.0,50.0,46.0,45.0,18.0,187.0,76.0,299.0,187.0
G1404,746.0,914.0,1004.0,907.0,661.0,1878.0,924.0,834.0,562.0,1557.0
G1405,3057.0,5994.0,4432.0,10547.0,5359.0,6031.0,7832.0,3607.0,4912.0,1364.0
G1406,12604.0,13131.0,7690.0,6944.0,6241.0,3531.0,2777.0,2250.0,5075.0,15960.0
G1407,1.0,1.0,5.0,8.9,4.0,3.0,2.0,3.0,2.0,10.0
G1408,183.0,211.0,270.0,260.0,284.0,284.0,237.0,357.0,238.0,352.64
G1409,236.0,222.0,255.0,260.0,247.0,188.0,219.0,213.0,171.0,297.0
G1410,95.0,25.0,569.01,630.23,342.06,112.0,612.0,185.0,372.72,969.0
G1411,969.23,773.48,1446.0,1290.21,1127.55,1067.0,1719.78,1422.46,1193.0,2120.31
G1412,68.72,79.0,108.0,161.0,143.0,205.0,131.0,78.96,102.0,211.97
G1413,373.0,339.0,357.0,647.0,443.0,2509.0,538.0,286.0,188.0,580.0
G1414,13.0,29.0,21.0,29.0,13.0,14.0,44.0,23.0,23.0,14.0
G1415,3.0,13.9,3.0,17.37,18.0,6.0,6.98,8.55,5.0,1.0
G1416,5.97,7.54,9.57,8.28,4.44,6.97,5.54,1.73,4.35,1.0
G1417,7.87,8.84,5.69,6.37,4.14,2.0,4.61,2.43,7.31,8.18
G1418,196.0,195.0,651.0,286.0,220.0,289.0,295.0,301.0,245.0,360.0
G1419,219.0,240.0,642.0,285.0,269.0,566.0,210.0,203.0,106.0,353.0
G1420,5.0,4.0,9.0,7.72,4.0,47.0,3.0,1.54,6.68,1.77
G1421,24.0,10.0,50.32,27.0,23.98,277.4,83.7,12.0,18.96,3.34
G1422,1453.0,1375.0,1508.0,1835.0,1556.0,1244.0,1802.0,2189.0,1768.0,1936.0
G1423,8747.0,7844.0,1904.0,6603.0,6786.0,3991.0,8479.0,2516.0,5592.0,3631.0
G1424,2.5,3.72,3.12,6.64,2.5,8.69,8.58,1.91,4.82,2.5
G1425,12.0,3.0,56.0,29.0,8.0,135.0,39.0,208.0,18.0,194.0
G1426,2.69,2.28,4.11,4.93,7.31,3.49,8.67,7.03,8.88,2.53
G1427,2.0,6.7,118.96,64.99,27.0,248.37,59.0,725.94,21.0,273.9
G1428,1.0,9.5,4.1,4.79,1.55,3.58,7.94,4.0,8.19,8.57
G1429,1320.0,1631.0,1433.0,1632.0,1521.0,2305.0,1258.0,2975.0,565.0,4363.0
G1430,358.0,301.0,479.0,570.0,403.0,185.0,986.0,537.0,733.0,358.0
G1431,322.0,507.0,389.0,416.0,436.0,802.0,342.0,406.0,178.0,474.0
G1432,51.0,75.0,142.0,133.0,139.0,201.0,150.0,170.0,134.0,184.0
G1433,3.0,5.88,28.0,22.0,12.0,11.0,38.0,17.0,22.0,9.11
G1434,44.0,15.0,8401.0,235.0,81.0,42557.0,212.0,1182.0,523.0,12.0
G1435,130.0,120.0,372.0,434.0,320.0,283.0,428.0,398.0,255.0,249.0
G1436,150.0,205.0,272.0,263.0,191.0,134.0,286.0,371.0,398.0,138.0
G1437,47.0,6.16,109.0,11.0,17.0,26.0,145.0,20.0,56.0,2.0
G1438,906.0,1233.0,2038.0,1182.0,1204.0,3274.0,978.0,1826.0,533.0,2845.0
G1439,370.0,282.0,382.37,515.77,435.32,249.0,289.0,522.56,352.98,414.0
G1440,13.0,20.0,166.0,76.0,37.0,341.0,73.0,1392.0,22.0,737.0
G1441,14.54,59.21,23.71,10.0,10.67,16.19,23.77,28.73,8.35,342.21
G1442,1186.0,1666.0,1954.0,1095.0,1364.0,1672.0,1554.0,1725.0,687.0,3212.0
G1443,2.0,4.0,29.0,13.0,3.0,33.0,19.0,129.0,16.0,9.0
G1444,313.0,111.0,126.0,217.0,142.0,344.0,331.0,102.0,520.0,625.0
G1445,224.0,244.0,111.39,116.74,168.21,116.65,122.92,71.0,84.0,113.65
G1446,747.18,852.04,1493.78,1169.8,927.76,1918.96,1462.75,1586.69,1118.66,2049.91
G1447,104.0,141.0,226.0,255.0,159.0,766.0,179.0,65.0,85.0,252.0
G1448,74.0,45.0,81.93,81.0,58.0,2.72,131.0,13.0,248.0,16.0
G1449,91.0,60.0,142.0,144.0,108.0,28.0,112.0,88.0,93.0,82.0
G1450,356.0,205.0,447.0,648.0,453.0,155.0,528.0,340.0,357.0,287.0
G1451,767.22,381.0,1032.0,682.0,504.48,1405.0,1039.81,953.3,276.0,1548.0
G1452,288.0,267.0,564.0,503.0,515.0,754.0,638.0,615.0,506.0,465.0
G1453,2.0,6.49,10.0,6.0,7.0,4.87,31.0,6.0,25.0,7.1
G1454,1461.0,2231.0,1667.0,2049.0,1989.0,1119.0,1795.0,993.0,847.0,2385.0
G1455,2.0,1.0,29.0,18.0,6.0,19.0,23.0,76.0,5.0,65.0
G1456,1857.85,445.61,2509.74,2218.63,1337.64,794.42,3563.49,2423.9,3897.28,752.51
G1457,307.0,387.0,244.0,326.0,263.0,642.0,205.0,943.0,79.0,282.0
G1458,917.63,722.0,2711.55,2752.0,1266.84,10841.12,3104.62,2625.59,1573.0,3687.17
G1459,7.34,6.35,3.0,1.0,1.61,3.76,1.0,9.0,8.05,4.0
G1460,9.52,5.29,3.0,6.39,8.43,36.0,8.52,26.0,1.0,4.16
G1461,2365.0,1967.27,4682.82,2975.67,2442.82,4579.5,5187.78,6119.95,3189.0,3081.78
G1462,1.11,7.75,7.91,9.93,6.38,1.85,8.68,5.77,5.58,6.14
G1463,6.0,1.0,25.55,206.74,6.61,40.3,106.93,77.17,43.79,41.16
G1464,178.0,119.0,227.0,114.0,176.0,299.0,311.0,113.0,203.0,98.0
G1465,425.93,367.59,771.61,882.29,581.86,602.2,766.66,670.83,504.28,884.99
G1466,24.0,18.0,109.0,51.0,42.0,30.0,113.0,108.0,42.0,57.0
G1467,147.0,126.0,181.0,225.0,167.0,165.0,194.0,154.0,142.0,179.0
G1468,86.0,42.0,171.0,332.0,102.0,27.0,346.0,102.0,359.0,79.0
G1469,993.0,413.0,414.0,393.0,433.0,229.0,1032.0,246.0,414.0,348.0
G1470,10199.0,7992.0,10641.0,9660.0,6872.0,16482.0,10164.0,6335.0,9709.0,20048.0
G1471,4.0,2.0,29.0,13.0,7.0,45.0,6.0,128.0,11.0,79.0
G1472,319.0,355.0,504.0,359.0,346.0,397.0,231.0,277.0,233.0,381.0
G1473,830.0,2411.0,237.0,923.0,1408.0,28.0,352.0,77.0,132.0,8.3
G1474,1.31,4.72,9.6,8.44,3.16,7.69,3.99,4.98,2.36,4.24
G1475,104.0,173.0,70.0,85.0,94.0,33.0,110.0,114.0,67.0,31.0
G1476,3461.81,4387.14,9316.87,2143.58,2638.02,8851.4,737.84,10804.32,382.56,13464.89
G1477,154.0,148.0,194.0,263.0,193.0,153.0,193.0,315.0,241.0,146.0
G1478,10.0,14.0,38.0,54.0,28.0,88.0,34.0,62.0,22.0,35.0
G1479,86.0,65.0,137.33,130.0,79.0,123.0,103.0,61.41,90.99,69.0
G1480,85.0,48.0,311.0,255.0,141.0,65.0,341.0,118.0,178.0,417.0
G1481,7080.0,10934.0,5379.0,7655.0,11799.0,3339.0,9052.0,3730.0,5492.0,4571.0
G1482,2456.0,2392.0,1627.0,1820.0,2319.0,1148.0,2203.0,2057.0,2499.0,1299.0
G1483,504.0,425.0,671.0,772.0,544.0,881.0,629.0,798.0,458.0,716.0
G1484,237.0,79.0,387.0,240.0,169.0,692.0,447.0,253.0,157.0,395.0
G1485,8.21,8.92,4.0,11.0,9.19,3.69,36.0,6.98,8.29,4.33
G1486,210.0,164.0,219.0,192.0,223.0,155.0,291.0,257.0,296.0,189.0
G1487,2058.0,2555.0,2613.0,3080.0,2315.0,7059.0,2805.0,2996.0,737.0,4284.0
G1488,8.52,6.05,8.69,6.0,8.16,1.0,7.07,9.52,8.06,8.09
G1489,118.0,130.0,173.0,98.0,90.0,640.0,198.0,81.0,162.0,133.0
G1490,8.58,5.53,2.78,6.36,4.56,7.62,9.07,5.71,5.43,1.3
G1491,144.0,122.0,299.0,246.0,221.0,152.0,228.0,350.0,225.0,266.0
G1492,21.0,8.0,68.0,37.0,81.0,6.0,67.0,13.0,53.0,19.0
G1493,73.0,51.0,156.0,119.0,65.0,103.0,132.0,114.0,75.0,55.0
G1494,50.0,32.0,111.0,29.0,69.0,88.0,180.0,80.0,36.0,69.0
G1495,43.0,76.0,233.0,126.0,215.0,51.0,100.0,163.0,224.0,158.0
G1496,585.0,478.0,652.0,513.0,538.0,520.0,564.0,795.0,163.0,396.0
G1497,325.0,314.0,649.0,592.0,427.0,256.0,537.0,860.0,461.0,517.0
G1498,85.0,36.0,113.0,40.0,9.0,248.0,41.0,385.0,72.0,244.0
G1499,6.0,9.0,43.0,34.0,16.0,26.0,27.0,176.0,22.0,157.0
G1500,239.0,222.0,703.0,619.0,308.0,233.0,721.0,635.0,549.0,520.0
G1501,90.9,198.0,515.61,146.76,287.58,261.0,235.39,334.0,139.2,409.23
G1502,3.02,5.06,22.09,17.12,8.13,11.02,33.2,7.04,21.34,66.44
G1503,298.0,676.0,323.0,187.0,203.0,101.0,407.0,58.0,245.0,376.0
G1504,331.0,269.0,159.0,288.0,545.0,92.0,217.0,204.0,220.0,95.0
G1505,123.0,174.0,233.73,239.9,164.0,416.19,181.63,118.0,87.0,238.0
G1506,26.0,26.0,119.0,428.0,118.0,33.0,144.0,31.0,149.0,418.0
G1507,462.0,547.0,612.0,599.0,519.0,943.0,563.0,1302.0,417.0,1044.0
G1508,112.0,42.0,779.0,597.0,131.0,715.0,1219.0,1835.0,215.0,357.0
G1509,536.0,729.0,1213.0,878.0,636.0,1223.0,675.0,858.0,272.0,1494.0
G1510,6.0,8.0,39.0,24.0,7.0,5.0,17.0,9.0,10.0,23.0
G1511,231.0,241.0,272.0,342.0,289.0,990.0,224.0,313.0,189.0,602.0
G1512,5.62,8.93,1.26,4.53,6.27,21.0,4.85,2.0,6.63,2.91
G1513,40.0,24.0,125.0,79.0,49.0,21.0,135.0,71.0,62.0,50.0
G1514,636.0,574.0,401.0,731.0,645.0,572.0,400.0,496.0,447.0,575.0
G1515,126.0,142.0,146.0,240.0,123.0,106.25,123.27,121.0,107.0,180.0
G1516,571.0,258.0,1132.0,328.0,759.0,128.0,2156.0,304.0,936.0,576.0
G1517,45.0,17.0,81.0,62.0,48.0,24.0,65.0,143.0,66.0,35.0
G1518,3.0,8.19,5.0,10.0,4.0,8.25,11.0,9.92,23.0,4.96
G1519,359.22,353.99,472.66,399.19,378.8,504.7,410.95,251.14,298.64,464.52
G1520,1018.0,524.0,644.0,662.0,681.0,298.0,599.0,402.0,276.0,100.0
G1521,732.0,532.0,2112.0,1649.0,849.0,3518.0,1501.7,2143.0,878.95,1772.74
G1522,2138.0,2125.0,2041.0,1879.0,1844.0,2518.0,1638.0,2605.0,457.0,2342.0
G1523,2.0,1.0,7.0,3.0,2.0,1.0,2.0,7.64,6.0,1.48
G1524,9.36,4.39,5.4,2.0,6.55,2.12,1.0,2.0,1.15,3.99
G1525,3900.0,7149.0,13145.0,5637.0,4130.0,2050.0,2839.0,6784.0,612.0,15567.0
G1526,156.0,145.0,187.0,182.0,84.0,161.0,122.0,99.0,128.0,217.0
G1527,36.0,45.0,73.0,77.0,51.0,100.0,83.0,32.0,60.0,110.0
G1528,9.0,3.19,17.0,38.0,16.0,42.0,28.0,114.0,13.0,17.0
G1529,18.0,28.0,329.0,860.0,160.0,1423.0,425.0,510.0,111.0,2.45
G1530,78.0,70.0,282.0,314.0,140.0,224.0,408.0,218.0,279.0,141.0
G1531,40.0,55.0,73.0,185.0,109.0,71.0,144.0,206.0,92.0,71.0
G1532,26.0,22.0,171.0,86.0,32.0,160.0,53.0,68.0,44.0,45.0
G1533,33.0,17.0,10.0,53.0,7.0,3.0,15.0,22.0,10.0,22.0
G1534,2.0,3.0,37.0,27.0,5.0,42.0,15.0,195.0,9.37,131.0
G1535,679.9,889.32,651.47,1123.03,833.02,803.31,979.69,668.97,280.78,640.14
G1536,3.08,3.08,13.22,29.49,13.34,15.66,18.32,21.91,20.96,19.73
G1537,116.0,55.0,618.0,336.0,200.0,573.0,611.0,523.0,240.0,160.0
G1538,33.0,59.0,154.0,166.0,88.0,60.0,225.0,104.0,72.0,51.0
G1539,8.0,1.0,27.0,8.0,20.0,23.0,51.0,31.0,21.0,17.0
G1540,124.0,129.0,133.0,155.0,135.0,209.0,159.0,148.0,109.0,223.0
G1541,9.0,2.0,50.0,17.0,22.0,95.0,20.0,260.0,11.0,243.0
G1542,581.0,1521.0,2021.0,1073.0,1540.0,101.0,1844.0,367.0,1061.0,1073.0
G1543,77.0,104.0,127.0,141.0,74.0,47.0,165.0,99.0,77.0,41.0
G1544,3939.0,2700.0,2113.0,2068.0,2423.0,3916.0,3734.0,854.0,3564.0,2657.0
G1545,742.0,267.0,1297.0,6020.0,3646.0,1836.0,1610.0,478.0,413.0,463.0
G1546,16.0,13.0,64.0,59.0,34.0,37.0,105.0,96.0,78.0,31.0
