,1,2,3,4,5,6,7,8,9,10
G626,425.0,736.0,547.0,566.0,365.0,526.0,335.0,544.0,309.0,539.0
G627,276.0,536.0,936.0,238.0,382.0,1686.0,281.0,1517.0,197.0,1907.0
G628,1289.0,1204.0,281.0,623.0,503.0,338.0,784.0,364.0,883.0,528.0
G629,104.0,39.0,1254.0,112.0,105.0,123.0,340.0,79.0,324.0,40.0
G630,295.0,307.0,1102.0,795.0,384.0,1913.0,424.0,1139.0,120.0,2383.0
G631,403.0,180.0,453.0,588.0,224.0,109.0,738.0,302.0,1219.0,867.0
G632,4862.0,2705.0,10840.0,5127.0,4997.0,11194.0,7166.0,7419.0,1123.0,13634.0
G633,105.0,112.0,349.0,210.0,157.0,304.0,229.0,136.0,191.0,102.0
G634,2426.0,2067.0,1414.0,2765.0,2834.0,2120.0,3388.0,6859.0,1810.0,1131.0
G635,1433.73,1550.9,2222.0,4388.36,3526.36,1177.91,3069.65,23499.95,1624.98,2687.29
G636,3127.0,5321.0,818.0,3581.0,2713.0,2573.0,3372.0,723.0,349.0,2482.0
G637,52954.0,103000.0,23223.0,78650.0,74880.0,31703.0,63185.0,17946.0,35778.0,36843.0
G638,503.0,403.0,509.0,619.0,504.0,491.0,490.0,425.0,342.0,388.0
G639,29.0,39.0,114.0,95.0,66.4,60.0,123.0,86.0,81.0,99.46
G640,127.0,193.0,140.0,227.0,140.0,482.1,157.0,162.0,115.0,258.0
G641,226.0,354.0,242.0,150.0,214.0,7.0,353.0,203.0,337.0,7.0
G642,203.0,289.0,383.0,495.0,362.0,604.0,473.0,437.0,323.0,448.0
G643,16.0,6.0,79.0,77.0,93.0,4.0,382.0,8.0,243.0,37.0
G644,44.0,18.0,347.0,114.0,175.0,556.0,710.0,239.0,100.0,494.0
G645,360.0,366.0,569.0,378.0,426.0,1669.0,569.0,716.0,368.0,580.0
G646,7.0,9.0,3.0,17.0,10.0,2.0,16.0,2.0,3.0,5.0
G647,6.0,4.0,7.0,11.0,10.0,12.0,17.0,16.0,18.0,19.0
G648,6425.8,2779.19,6051.84,8294.8,4957.82,6286.2,9229.94,5435.57,9915.0,7723.9
G649,5.0,6.0,40.0,50.0,31.0,37.0,60.0,35.0,28.0,13.0
G650,1035.0,1042.0,1087.0,1238.0,1328.0,1392.0,1120.0,2065.0,986.0,929.0
G651,62.0,49.0,279.0,143.0,70.0,130.0,245.8,212.0,97.0,107.0
G652,48.0,68.0,33.0,32.0,47.0,64.0,41.0,66.0,45.0,50.0
G653,25.07,47.75,110.47,49.91,32.0,241.44,49.16,681.74,13.24,309.76
G654,238.0,276.0,391.0,301.0,288.0,317.0,281.0,415.0,145.0,551.0
G655,89.0,68.0,117.0,178.0,117.0,44.0,120.0,20.0,190.0,13.0
G656,1040.0,1128.0,1526.0,1384.0,1175.0,2316.0,1752.0,1822.0,1575.0,1907.0
G657,144.0,78.0,367.0,1964.0,702.0,353.0,376.0,256.0,121.0,595.0
G658,214.0,69.0,476.0,2397.0,1232.0,239.0,681.0,319.0,124.0,547.0
G659,29.0,21.0,80.0,25.0,53.0,67.0,178.0,116.0,73.0,10.0
G660,1.0,2.25,1.0,12.0,9.69,4.4,5.0,3.98,4.33,7.0
G661,7695.0,10411.0,14813.0,15816.0,9062.0,80886.99,18505.0,21954.0,6578.0,25376.0
G662,987.16,873.94,1597.53,1733.68,1542.85,2249.92,1623.31,2353.72,1342.58,1193.0
G663,110.0,111.0,207.0,295.0,149.0,261.0,172.0,179.0,146.0,172.0
G664,47.0,10.0,135.0,127.0,118.0,383.0,196.0,68.0,147.0,32.0
G665,313.0,192.0,509.0,895.0,436.0,499.0,517.0,343.0,408.0,422.0
G666,975.96,2159.79,270.0,1486.15,1146.96,1288.73,733.0,98.56,73.0,1.0
G667,1.0,3.0,2.83,5.0,5.07,4.0,6.98,2.0,1.0,1.0
G668,168.0,129.0,280.0,360.0,212.0,952.0,209.0,409.0,239.0,182.0
G669,284.0,197.0,248.0,310.0,269.0,242.0,531.0,349.0,633.0,204.0
G670,6.7,7.33,4.69,7.08,7.72,3.88,4.52,3.21,3.36,9.78
G671,407.0,357.0,541.0,453.0,531.0,849.0,445.0,576.0,278.0,699.0
G2476,6236.19,3148.48,28084.11,4270.47,2683.5,24185.38,5555.0,6573.58,6522.29,7978.0
G673,2.69,4.03,7.63,9.45,9.03,8.29,7.93,7.66,5.16,5.63
G674,9.2,9.13,1.0,8.17,7.09,1.0,8.0,2.0,7.33,7.4
G675,82.0,103.0,327.0,231.0,178.0,458.0,323.0,869.0,127.0,716.0
G676,135.0,57.0,170.0,166.0,152.0,77.0,196.0,105.0,112.0,122.0
G677,14.0,12.0,27.0,42.0,15.0,5.18,74.0,1.0,25.0,7.48
G678,50.0,48.0,56.0,44.0,137.0,16.0,90.0,126.0,86.0,45.0
G679,1.0,7.98,1.0,1.0,5.52,3.0,3.61,3.0,2.0,9.0
G680,362.0,335.4,511.33,517.0,407.0,531.52,345.0,646.0,365.0,420.0
G681,30.0,18.0,97.0,153.0,70.0,186.0,113.0,127.0,100.0,124.0
G682,136.0,117.0,190.0,256.0,184.0,191.0,146.0,189.0,145.0,210.0
G683,1111.0,1040.0,1939.0,1596.0,1663.0,1733.0,1578.0,1921.0,1158.0,1876.0
G684,170.0,196.0,326.0,259.0,199.0,193.0,278.0,241.0,237.0,199.0
G685,12.0,5.0,104.86,63.0,61.07,45.28,39.51,73.68,18.45,20.4
G686,1.0,8.95,1.0,8.12,5.55,4.54,2.0,6.53,1.0,8.81
G687,95.0,77.0,324.0,415.0,279.0,246.0,397.0,288.0,343.0,214.0
G688,95.0,81.0,142.0,135.0,138.0,186.0,108.0,131.0,102.0,133.0
G689,707.0,294.0,410.0,232.0,432.0,315.0,456.0,357.0,236.0,356.0
G690,2339.06,2489.0,2048.0,3293.0,3780.0,4519.5,4372.0,1789.0,2887.96,1740.45
G691,1.0,1.0,24.0,9.0,2.0,26.0,8.0,90.0,4.0,93.0
G692,364.0,581.0,562.0,456.0,573.0,1026.0,333.0,657.0,190.0,119.0
G693,7.39,1.0,1.0,4.72,8.96,18.0,2.28,190.0,3.41,9.0
G694,5.0,5.0,6.0,2.0,2.11,4.0,2.0,9.0,9.0,1.0
G695,1019.0,2819.0,325.93,1521.0,1021.0,544.0,840.0,249.0,239.0,1198.0
G696,180.0,108.0,164.0,54.0,162.0,79.0,297.0,100.0,168.0,138.0
G697,20.0,11.0,56.0,32.0,17.0,243.0,53.0,68.0,12.0,40.0
G698,1112.0,813.0,3809.0,3076.0,1388.0,4247.0,4487.0,5130.0,1403.0,2430.0
G699,416.0,189.0,570.0,195.0,311.0,202.0,203.0,564.0,150.0,981.0
G700,4.98,4.38,2.0,2.08,4.0,1.61,3.0,6.83,9.56,4.68
G701,751.0,791.0,1793.0,939.0,623.0,1875.0,552.0,622.0,226.0,4092.0
G702,180.0,154.0,454.0,340.0,231.0,496.0,221.0,363.0,183.0,821.0
G703,42.0,10.0,116.0,128.0,24.0,45.0,261.0,99.0,328.0,39.0
G704,99.0,138.0,320.0,426.0,212.0,130.68,249.34,248.0,212.0,472.67
G705,304.0,95.0,503.0,149.0,164.0,180.0,79.0,214.0,45.0,419.0
G706,5.35,4.85,8.5,9.62,5.52,2.73,4.56,6.6,1.0,1.86
G707,5.29,8.64,2.36,8.22,6.83,1.0,5.5,8.52,3.37,3.0
G708,678.88,693.86,1239.0,933.0,786.87,681.0,1051.94,1166.0,716.0,2816.94
G709,6.0,4.0,38.0,21.0,15.0,3.0,54.0,6.0,35.0,1.0
G710,820.0,756.0,1020.0,1161.0,785.0,541.0,888.0,772.0,875.0,1949.0
G711,302.0,282.0,546.0,549.0,489.0,238.0,525.0,639.0,552.0,895.0
G712,260.0,222.0,496.0,305.0,192.0,95.0,262.0,581.0,350.0,637.0
G713,485.36,365.79,944.68,694.01,585.75,1520.63,755.04,763.26,549.41,1801.3
G714,237.0,93.0,1147.0,536.0,390.0,655.0,1187.0,775.0,516.0,471.0
G715,6.62,9.25,4.0,1.1,2.0,1.67,4.0,8.0,9.75,5.02
G716,750.0,895.0,2574.0,1521.0,1136.0,4616.0,1260.0,1285.0,559.0,5699.0
G717,2129.0,4567.0,1955.0,3838.0,3054.0,3639.0,1857.0,848.0,1357.0,1088.0
G718,621.04,744.0,801.0,530.0,536.0,773.99,986.0,413.0,1257.0,263.0
G719,73.0,26.0,119.0,163.0,73.0,27.0,165.0,77.0,92.0,86.0
G720,186.69,188.76,322.57,250.35,224.27,513.38,189.93,382.74,170.55,208.53
G721,267.0,368.0,614.0,486.0,396.0,782.0,640.0,658.0,418.0,556.0
G722,341.0,331.0,556.0,438.0,473.0,575.0,264.0,520.0,274.0,276.0
G723,199.0,269.0,427.0,298.0,261.0,500.0,236.0,175.0,118.0,363.0
G724,64.0,105.0,58.0,82.0,64.0,70.0,29.0,37.0,28.0,242.0
G725,477.0,686.0,721.0,1192.0,467.0,394.0,1383.0,1370.0,1143.0,686.0
G726,1294.0,1759.0,2876.0,3541.0,2095.0,1681.0,3334.0,2987.0,2530.0,2072.0
G727,1426.0,1749.0,1574.0,2088.0,1793.0,1398.0,1566.0,1061.0,791.0,1522.0
G728,357.0,34.0,506.0,346.0,783.0,62.0,1049.0,431.0,155.0,105.0
G729,91.0,85.0,267.0,222.0,165.0,243.0,207.0,264.0,141.0,174.0
G730,673.0,480.0,1074.0,788.0,623.0,934.0,813.0,1190.0,1000.34,556.0
G731,11.0,8.54,32.0,4.0,35.0,15.0,29.0,9.0,30.0,650.0
G732,8.39,2.66,3.0,1.0,8.11,8.96,9.54,9.86,2.93,4.94
G733,45.0,4.0,170.0,50.0,28.0,463.0,154.0,392.0,129.0,148.0
G734,5.0,6.0,8.0,9.0,9.0,7.0,11.0,22.0,17.0,25.0
G735,1329.75,1245.94,874.9,2078.75,2142.0,1580.87,1390.89,688.99,685.93,339.69
G736,36.0,93.0,326.0,220.0,120.0,531.0,185.0,345.0,160.0,423.0
G737,7.0,2.0,17.0,14.0,12.0,2.0,37.0,11.0,11.0,3.0
G738,1.83,9.7,1.65,2.89,3.85,3.36,9.81,4.51,2.29,3.0
G739,9.07,4.25,6.58,7.59,7.65,2.0,1.85,1.72,1.01,9.21
G740,146.0,159.14,266.08,341.94,200.38,425.3,309.71,261.55,160.45,241.27
G741,233.0,357.0,129.0,220.0,221.0,119.0,136.0,46.0,119.0,59.0
G742,22608.0,27249.0,46597.0,15640.0,14662.0,54675.0,16183.0,22622.0,8341.0,34820.0
G743,875.0,480.0,3262.33,6760.0,3719.29,2840.54,1892.67,1355.0,1019.0,4010.0
G744,127.0,73.0,479.67,559.0,288.71,86.46,390.33,286.0,335.0,327.0
G745,409.0,220.0,653.0,282.0,353.0,118.0,607.0,724.0,762.0,460.0
G746,1.26,1.66,11.0,1.0,2.0,48.0,2.0,34.0,7.41,12.0
G747,175.0,240.0,280.0,243.0,285.0,110.0,166.0,180.0,178.0,107.0
G748,156.0,154.0,292.0,327.0,241.0,621.0,250.0,203.0,304.0,252.0
G749,5.2,1.62,7.01,8.84,4.3,7.77,2.33,9.85,4.63,8.53
G750,2.0,3.89,6.59,3.0,2.54,6.0,7.74,1.6,4.98,11.0
G751,619.0,549.0,1034.0,748.0,655.0,3801.0,1218.0,525.0,715.0,610.0
G752,3.14,1.92,5.0,1.0,5.0,1.0,5.0,1.0,6.0,4.0
G753,55.0,68.0,100.0,93.0,112.0,7.0,101.0,45.0,129.0,100.0
G754,21.0,26.0,92.0,51.0,84.0,4.0,66.0,20.0,107.0,42.0
G755,125.0,278.0,188.0,121.0,158.0,659.0,559.0,111.0,214.0,76.0
G756,4.95,5.51,7.91,7.82,2.0,9.11,1.0,3.0,7.41,1.95
G757,3668.0,4598.0,2879.0,3745.0,4199.0,1365.0,2916.0,2823.0,2223.0,2432.0
G758,3476.0,3518.0,2078.0,3005.0,2691.0,1110.0,2943.0,1233.0,2054.0,1108.0
G759,312.0,243.0,1065.0,343.0,497.0,754.0,826.0,2678.0,245.0,898.0
G760,409.0,387.85,580.63,543.55,491.91,362.95,651.87,683.76,503.95,649.91
G761,3.36,7.65,1.3,2.8,6.41,4.0,4.0,1.0,4.87,6.37
G762,4576.0,4956.0,6924.0,6865.0,6610.0,9550.0,8758.0,5443.0,2160.0,9420.0
G763,136.0,41.0,311.0,108.0,106.0,681.0,159.0,376.0,139.0,153.0
G764,185.0,211.0,361.0,426.0,290.0,489.0,379.0,261.0,211.0,366.0
G765,122.0,168.0,212.0,238.0,127.0,334.0,164.0,76.0,156.0,185.0
G766,4.65,5.5,1.6,1.0,1.0,2.0,2.0,8.51,6.41,3.26
G767,1759.0,1938.0,2649.0,1473.0,1805.0,1338.0,2656.0,2512.0,2025.0,1981.0
G768,25.0,30.0,84.0,111.0,62.0,121.0,125.0,341.0,75.0,207.0
G769,757.0,1091.0,1390.96,1117.0,899.0,1720.0,875.0,1220.97,424.0,1312.0
G770,1029.0,1215.0,1571.53,1167.0,1495.37,681.51,1146.52,501.85,937.52,1382.0
G771,279.62,310.82,453.91,263.0,367.44,523.78,448.79,619.99,281.76,773.98
G772,5784.98,6280.0,11311.95,8153.0,4818.0,10573.0,3780.99,12662.99,1860.91,7450.99
G773,2286.39,4363.03,2228.21,3207.1,2877.0,2632.04,2071.06,1173.0,694.59,2877.04
G774,207.0,225.0,435.0,618.0,217.0,657.0,246.0,254.0,182.0,295.0
G775,318.0,360.0,484.0,683.0,488.0,698.0,693.0,1137.0,443.0,867.0
G776,1962.0,1366.0,2090.0,2123.0,1922.0,1797.0,2578.0,2096.0,1938.0,1915.0
G777,305.0,403.0,696.0,405.0,491.0,755.0,611.0,559.0,461.0,679.0
G778,682.0,715.0,488.0,982.0,886.0,1124.0,840.0,1058.0,474.0,1392.0
G779,34.0,23.0,122.0,85.0,43.0,41.0,140.0,130.0,52.0,60.0
G780,10.0,2.0,12.0,23.0,4.0,1.0,35.0,6.0,2.07,3.0
G781,1950.0,1205.0,1036.0,1261.0,2531.0,792.0,1220.0,439.0,724.0,657.0
G782,269.0,231.0,342.0,494.0,393.0,193.0,515.0,401.0,467.0,247.0
G783,391.0,140.0,487.0,178.0,330.0,60.0,1350.0,299.0,480.0,255.0
G784,152.0,126.0,240.0,256.0,193.0,190.0,237.0,323.0,256.0,167.0
G785,67.0,25.0,207.0,123.0,73.0,84.0,133.0,159.0,77.0,105.0
G786,19.0,10.0,410.0,363.0,247.0,43.0,234.0,64.0,116.0,106.0
G787,40.0,11.0,90.0,58.0,44.0,141.0,62.0,103.0,44.0,96.0
G788,309.0,465.0,447.0,305.0,307.0,344.0,248.0,398.0,169.0,44.0
G789,5.0,5.0,17.62,12.0,12.0,75.0,22.0,1.0,8.0,28.0
G790,97.0,81.0,235.0,159.0,126.0,231.0,151.0,179.0,72.0,201.0
G791,593.0,1025.0,728.0,528.0,568.0,658.0,556.0,342.0,117.0,479.0
G792,900.0,1524.0,674.0,1930.0,1230.0,1757.0,1257.0,891.0,321.0,1294.0
G793,80.0,8.0,88.0,93.0,30.0,43.0,197.0,21.0,272.0,16.0
G794,99.0,100.0,247.0,131.0,130.0,307.0,163.0,201.0,90.0,332.0
G795,639.0,641.0,977.0,814.0,823.0,442.0,894.0,1244.0,655.0,789.0
G796,81.0,66.0,465.0,497.0,254.0,83.0,656.0,289.0,239.0,456.0
G797,7.74,2.91,10.0,65.0,56.0,1.0,50.0,6.0,1.0,8.88
G798,685.0,675.0,1569.0,901.0,903.0,1525.0,893.0,718.0,443.0,1867.0
G799,486.67,614.0,986.96,643.92,651.18,1755.31,772.0,1195.0,250.91,1841.37
G800,13.0,10.0,122.0,85.0,49.0,643.0,96.0,37.0,61.0,244.0
G801,1167.0,965.0,1750.99,1333.0,1027.0,944.0,644.0,513.0,826.0,1434.98
G802,1.0,9.0,89.0,25.0,10.0,169.0,22.0,526.0,19.0,189.0
G803,6.0,8.0,11.0,13.0,22.0,39.0,4.0,9.0,4.0,10.0
G804,35.0,43.0,68.0,96.0,47.0,59.0,30.0,28.0,42.0,32.0
G805,29.0,38.0,171.0,146.0,145.0,273.0,220.0,148.0,105.0,297.0
G806,521.0,503.0,454.0,645.0,741.0,315.0,479.0,345.0,537.0,351.0
G807,204.0,182.0,441.0,344.0,219.0,524.0,284.0,472.0,170.0,366.0
G808,99.0,20.0,306.0,150.0,120.0,22.0,275.0,35.0,155.0,49.0
G809,2.0,5.45,8.0,29.0,8.0,1.0,11.0,3.0,9.0,16.0
G810,16.0,6.0,33.0,37.0,21.0,38.0,14.0,72.0,17.0,84.0
G811,14598.0,20764.0,24111.0,12708.0,12607.0,10970.0,9471.0,4087.0,2532.0,33199.0
G812,105.0,72.0,468.0,265.0,152.0,457.0,321.0,1693.0,137.0,1775.0
G813,960.0,2219.0,866.0,834.0,913.0,778.0,852.0,791.0,733.0,850.0
G814,4434.63,5435.03,6407.95,12697.68,4596.28,56946.62,8543.2,23876.84,2752.73,5880.95
G815,302.0,303.0,591.0,569.0,388.0,860.0,566.0,680.0,390.0,585.0
G816,521.5,483.45,740.83,853.34,847.47,277.54,800.74,825.98,973.13,444.03
G817,123145.0,179164.0,46263.0,176288.0,133941.0,6539.0,129017.0,34634.0,82136.0,4704.0
G818,495.0,533.0,1165.0,631.0,649.0,1379.0,664.0,686.0,454.0,1439.94
G819,130.0,78.0,238.0,253.0,156.0,182.0,253.0,286.0,128.0,156.0
G820,4.99,6.9,11.0,10.0,6.0,2.2,12.0,3.0,1.0,34.0
G821,48.0,12.0,44.0,68.0,47.0,14.0,70.0,36.0,66.0,18.0
G822,607.0,191.0,955.0,597.0,498.0,576.0,533.0,367.0,389.0,667.0
G823,1.0,9.68,10.0,11.0,1.0,6.0,10.0,15.0,8.51,9.0
G824,484.0,1401.0,1165.0,831.0,612.0,993.0,1586.0,773.0,1080.0,498.0
G825,3216.0,5540.0,4308.0,3676.0,3284.0,4519.0,2198.0,1716.0,823.0,8758.0
G826,1062.93,524.95,770.29,701.19,556.86,562.02,815.94,905.65,993.84,622.59
G827,116.0,121.0,221.0,150.27,146.1,105.23,186.77,331.0,124.75,124.35
G828,331.0,466.0,396.0,131.0,350.0,98.0,84.0,37.0,179.0,188.0
G829,82.0,108.0,27995.0,449.0,349.0,21821.0,1813.0,4969.0,939.0,16322.0
G830,12.0,9.0,144.0,50.0,34.0,40.0,145.0,59.0,36.0,17.0
G831,178.0,206.0,180.0,300.0,297.0,108.0,277.0,74.0,284.0,3.32
G832,361.0,317.0,254.0,237.0,233.0,114.0,192.0,195.0,137.0,145.0
G833,66.33,18.0,191.0,147.0,120.0,355.0,321.82,109.0,119.0,84.54
G834,1.0,18.0,7.6,17.0,2.29,7.26,122.0,1.0,101.0,3.3
G835,29.0,43.0,106.0,72.0,68.0,142.0,59.0,151.0,36.0,44.0
G836,1091.0,1024.0,1369.0,608.0,669.0,853.0,843.0,365.0,402.0,1608.0
G837,865.0,907.0,1897.0,1799.96,1617.0,2503.96,1996.96,3160.89,1074.0,4242.95
G838,340.0,504.0,738.0,817.0,708.0,2240.0,834.0,1093.0,658.0,1179.0
G839,357.0,191.0,315.0,66.0,215.0,12.0,783.0,12.0,146.0,132.0
G840,192.0,79.0,149.0,378.0,122.0,23.0,168.0,236.0,235.0,62.0
G841,1216.0,1187.0,1651.0,1306.0,1416.0,1169.0,968.0,1488.0,1232.0,1457.0
G842,5.74,8.25,1.73,3.07,1.61,6.6,7.9,4.65,9.44,1.94
G843,25.0,26.0,93.0,51.0,39.0,86.0,85.0,90.0,70.0,75.0
G844,190.0,67.0,163.0,122.0,130.0,91.0,532.0,177.0,435.0,96.0
G845,9.32,4.27,1.0,5.0,2.0,5.0,3.0,5.0,4.0,9.0
G846,112.0,148.0,379.0,509.0,426.0,498.0,264.0,580.0,272.0,272.0
G847,22.0,3.0,34.0,58.0,39.0,8.0,76.0,42.0,34.0,6.0
G848,34.0,45.0,212.0,926.0,205.0,17.0,478.0,196.0,165.0,3.49
G849,166.0,223.0,339.0,296.0,248.0,612.0,262.0,449.0,150.0,469.0
G850,258.0,182.0,621.0,3203.0,1487.0,393.0,538.0,352.0,257.0,669.0
G851,363.0,523.0,696.0,329.0,438.0,815.0,386.0,365.0,257.0,321.0
G852,2.55,6.28,2.71,8.28,7.84,2.24,2.0,2.34,3.25,9.02
G853,5.44,7.73,8.72,1.44,8.11,1.0,6.48,3.64,6.72,1.07
G854,5.75,8.91,3.19,4.31,4.29,4.45,1.26,5.98,8.79,4.33
G855,4798.0,8542.0,5730.0,5685.0,5453.0,1869.0,5247.0,1126.0,3403.0,6059.0
G856,5.7,1.78,5.0,1.0,5.48,8.11,2.0,2.06,11.0,2.29
G857,24.0,27.0,103.0,97.0,39.0,8.0,51.0,40.0,25.0,30.0
G858,2.49,3.16,2.74,8.01,5.51,1.65,4.87,2.02,7.99,7.58
G859,3.26,6.19,2.03,9.07,7.26,8.91,2.98,5.25,9.48,5.57
G860,1.0,3.87,2.0,7.93,4.67,8.06,8.22,4.72,2.28,1.0
G861,938.78,849.65,611.07,610.71,634.55,2375.14,350.82,651.85,216.24,840.4
G862,4.84,4.0,2.0,4.0,1.0,4.0,3.0,5.85,9.05,9.81
G863,74.0,101.0,157.0,163.0,74.0,122.0,180.0,229.0,62.0,354.0
G864,17.0,24.0,31.0,13.0,23.0,1.0,19.0,10.0,21.0,40.0
G865,185.0,250.0,316.0,304.0,342.0,220.0,356.0,268.0,226.0,166.0
G866,21.0,11.0,49.0,79.0,37.0,121.0,51.0,46.0,22.0,14.0
G867,300.0,178.0,693.0,370.0,212.0,783.0,613.0,419.0,225.0,938.0
G868,655.0,490.0,964.0,621.0,671.0,1358.0,748.0,734.0,568.0,1887.0
G869,261.0,255.0,540.0,514.0,400.0,710.0,385.0,499.0,307.0,891.0
G870,3545.0,1978.0,2544.0,2572.0,3565.0,539.0,4331.0,756.0,1839.0,779.0
G871,390.89,254.0,494.82,410.81,333.0,677.75,510.82,823.69,208.68,1210.26
G872,573.0,239.44,242.0,318.0,812.0,152.0,941.0,125.0,368.0,140.0
G873,173.0,209.0,276.0,409.0,163.0,268.0,381.0,231.0,80.0,248.0
G874,53.74,13.0,131.6,107.15,64.55,219.93,86.6,66.83,38.91,85.37
G875,63.0,20.0,157.0,121.0,142.0,33.0,209.0,18.0,177.0,201.0
G876,26230.0,35655.0,30273.0,30325.0,26114.0,80268.0,20458.0,14350.0,7372.0,51851.0
G877,1455.0,811.0,731.0,1661.0,1180.0,1834.0,1047.0,613.0,1228.0,1586.0
G878,3.88,2.63,1.0,5.81,7.19,8.0,7.78,5.22,7.16,1.7
G879,334.0,339.0,1243.0,565.0,457.0,1118.0,479.0,591.0,287.0,1094.0
G880,126.0,62.0,205.0,204.0,112.0,337.0,470.0,363.0,312.0,92.0
G881,18.0,22.0,1.0,38.0,10.0,3.0,6.0,27.0,11.0,3.58
G882,1.23,3.93,12.96,5.61,1.3,65.08,1.32,6.88,2.59,25.02
G883,9.35,3.03,11.09,4.07,4.07,3.0,15.04,4.0,2.0,23.41
G884,804.0,1124.0,704.0,845.0,942.0,781.0,531.0,551.0,474.0,744.0
G885,3533.0,7810.0,2554.0,4078.0,4117.0,5657.0,2870.0,1394.0,1108.0,2298.0
G886,14.0,4.0,46.0,45.0,17.0,136.0,51.0,32.0,50.0,53.0
G887,518.0,549.0,970.0,763.0,660.0,963.0,917.0,1038.0,613.0,1258.0
G888,5.0,2.0,116.0,53.0,29.0,7.0,53.0,6.0,12.0,6.0
G889,1055.0,1426.0,1883.0,1857.0,2139.0,1193.0,712.0,781.0,376.0,1159.0
G890,122.22,134.3,225.76,190.13,118.42,138.6,160.79,158.15,92.99,124.45
G891,370.0,85.0,1454.0,695.0,1186.0,227.0,1243.0,361.0,762.0,1340.0
G892,138.83,130.0,191.0,159.39,156.18,58.87,206.0,197.87,220.09,286.0
G893,7.0,1.0,30.0,24.0,22.0,1.0,19.0,9.81,8.0,1.0
G894,796.91,1067.06,1319.53,1329.18,1197.3,1993.59,1191.27,1250.56,708.65,1775.16
G895,6.92,7.96,3.81,8.23,4.99,3.0,6.26,22.0,2.11,6.16
G896,4.02,4.26,5.09,8.4,3.07,9.03,3.81,9.38,9.98,4.28
G897,16862.53,20398.83,14047.0,12781.88,12081.99,31851.7,11104.63,4762.97,1970.0,10737.31
G898,13.0,23.0,22.0,15.0,7.0,183.0,18.0,274.0,5.0,30.0
G899,2828.0,2433.0,3678.02,4039.0,3020.0,4702.0,4227.0,4000.0,2472.0,7451.0
G900,6.4,7.04,8.49,5.68,5.72,8.18,4.08,6.61,3.0,2.06
G901,3.98,1.0,6.0,1.0,1.0,12.42,6.0,6.0,8.0,2.0
G902,3.0,1.0,6.0,9.0,1.0,3.46,4.0,9.0,3.0,6.0
G903,38.0,12.0,67.0,103.0,43.0,102.0,101.0,67.0,63.0,189.0
G904,2.11,1.61,5.26,1.73,4.81,8.67,5.97,8.96,4.32,9.81
G905,5798.0,4554.0,5382.0,5820.0,5558.0,3509.0,7073.0,6085.0,8718.0,5931.0
G906,2.54,8.88,3.61,9.48,9.63,5.91,4.39,7.95,5.66,5.96
G907,81.66,6.0,128.0,72.0,25.0,67.0,127.0,120.0,37.0,110.0
G908,122.0,44.0,108.0,56.0,75.0,20.0,170.0,28.0,24.0,7.0
G909,171.0,180.0,234.0,209.0,165.0,499.0,283.0,290.0,222.0,458.0
G910,620.0,207.0,1147.0,643.0,386.0,2247.0,562.0,368.0,235.0,834.0
G911,13.0,9.0,109.0,47.0,17.0,126.0,42.0,278.0,25.0,189.0
G912,19.0,19.0,49.0,27.0,56.0,58.0,90.0,122.0,93.0,26.0
G913,58.0,18.35,108.93,63.6,83.0,12.0,232.96,87.05,211.66,15.0
G914,627.41,802.06,2327.86,777.3,536.53,1808.8,318.97,651.9,285.0,999.91
G915,253.3,85.66,571.69,503.56,337.59,91.81,656.93,173.75,397.52,368.79
G916,564.0,893.0,1293.0,1543.0,1093.0,2924.0,1129.0,1312.0,548.0,1391.0
G917,25.0,39.0,79.0,64.0,50.0,85.0,48.0,93.0,43.0,59.0
G918,1301.86,2276.13,1466.42,678.3,915.45,750.2,3108.83,193.3,828.01,864.38
G919,2.82,9.72,6.22,9.01,4.34,1.0,6.2,3.03,8.52,5.0
G920,149.0,107.0,124.0,153.0,130.0,200.0,222.0,197.0,151.42,185.0
G921,2815.0,2469.0,3778.0,3569.0,2870.0,6205.0,2893.0,3047.0,1741.0,4128.0
G922,4.39,1.0,2.0,3.0,2.0,11.0,9.0,4.0,3.0,4.0
G923,148.0,148.0,158.0,251.0,221.0,444.0,213.0,331.0,122.0,425.0
G924,287.0,331.0,167.0,801.0,248.0,31.0,331.0,33.0,309.0,60.0
G925,6.0,2.66,55.0,19.0,11.0,1.0,222.0,67.0,21.0,4.0
G926,4.0,3.39,4.0,7.87,5.88,1.0,10.0,6.0,7.5,1.0
G927,1248.0,1305.0,618.0,1656.0,1625.0,1799.0,2904.0,456.0,2236.0,1934.0
G928,4037.0,2674.0,3277.0,1609.0,2200.0,2396.0,2413.0,811.0,1498.0,3033.0
G929,22.0,52.0,105.0,86.0,26.0,219.0,67.0,216.0,20.0,508.0
G930,353.0,454.0,942.0,664.0,507.0,1038.0,650.0,1135.0,445.0,1207.0
G931,10.0,8.12,2.0,2.0,3.3,2.0,2.0,1.0,4.21,1.0
G932,176.0,189.0,393.0,389.0,301.0,239.0,371.0,235.0,230.0,853.0
G933,51.0,8.0,124.0,61.0,53.0,8.0,507.0,62.0,189.0,63.0
G934,5.22,7.27,7.47,6.52,2.37,4.6,4.43,9.6,4.92,6.3
G935,18024.0,27381.0,9643.0,11706.0,6437.0,1236.0,7210.0,1493.0,9987.0,20884.0
G936,4.29,6.19,8.79,4.95,3.0,6.1,2.67,7.75,2.0,1.0
