,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
G78,18.0,52.0,25.0,2.0,33.0,85.0,24.0,63.0,10.0,64.0,64.0,79.0,70.0,36.0,82.0,59.0,82.0,131.0,116.0,105.0,60.0,9.0,6.73,40.0,39.0,4.0,5.0,16.0,2.0,23.0,9.0,9.0,1.41,2.0,9.17,10.0,3.0,3.0,445.0,116.0,133.0,58.0
G79,4004.0,8273.0,3981.0,404.0,3271.0,12251.0,2204.0,6629.0,1925.0,12998.0,6321.0,7287.0,7108.0,4781.0,5945.0,7054.0,8853.0,6421.0,5358.0,5908.0,9866.0,1843.0,8.68,3098.0,7229.0,221.0,320.0,662.0,321.0,606.0,304.0,373.0,5.26,83.0,39.0,144.0,217.0,73.0,35592.0,8439.0,9488.0,14607.0
G80,40.0,150.0,73.0,5.0,70.0,286.0,23.0,135.0,38.0,223.0,146.0,148.0,189.0,172.0,162.0,143.97,284.0,201.0,205.0,161.0,139.0,24.0,7.07,22.0,76.0,1.0,23.0,37.0,14.0,23.0,18.0,28.0,5.11,15.0,5.0,16.0,24.0,7.0,1400.0,515.0,439.0,430.0
G81,2989.0,6643.0,2905.0,229.0,2046.0,10379.0,1508.0,5431.0,1293.0,9132.0,5144.0,5042.0,5777.0,4800.0,3496.0,4080.0,5429.0,5470.0,4316.0,4283.0,7377.0,1110.0,1.4,1568.0,3715.0,77.0,242.0,625.0,270.0,419.0,144.0,219.0,5.8,39.0,15.0,14.0,12.0,6.0,27610.0,6762.0,6777.0,10479.0
G82,348.0,896.0,326.0,35.0,240.0,1202.0,224.0,646.0,325.0,1805.0,680.0,540.0,601.0,306.0,486.0,302.0,572.0,805.0,693.0,620.0,857.0,108.0,4.23,280.0,581.0,7.0,66.0,179.0,81.0,107.0,90.0,120.0,9.9,32.0,13.0,19.0,26.0,15.0,5518.0,1626.0,1553.0,2660.0
G83,2.73,1.0,4.49,2.79,8.39,5.0,8.57,3.0,19.0,124.0,2.0,1.0,6.0,4.0,7.25,3.0,11.0,4.0,1.0,1.0,6.0,1.05,6.0,1.0,2.0,8.64,6.59,6.75,8.66,1.0,7.53,5.24,2.03,5.09,6.27,1.0,7.01,4.0,390.0,65.0,80.0,139.0
G84,3.24,6.0,2.4,4.48,1.0,9.0,5.38,8.0,3.77,1.0,4.0,1.0,6.0,11.0,3.0,7.0,5.0,8.0,7.0,5.0,6.0,9.88,3.38,6.19,1.0,1.98,3.89,3.0,3.94,20.0,13.0,18.0,4.29,9.0,9.0,115.0,204.0,95.0,17.0,11.0,5.0,2.0
G85,72.0,147.57,59.0,8.0,81.0,250.38,87.0,151.0,18.0,74.29,187.0,131.54,186.0,88.02,108.0,80.37,189.0,181.0,177.98,145.0,136.0,5.0,8.58,73.0,93.18,6.37,11.0,56.42,33.0,29.69,27.0,23.0,5.57,8.0,5.0,19.0,41.0,10.0,417.0,163.0,139.0,138.0
G86,124.0,190.0,94.0,7.0,52.0,316.0,70.0,190.0,143.0,934.0,184.0,305.0,382.0,257.0,274.0,268.0,318.0,189.0,177.0,196.0,178.0,26.0,8.0,78.0,133.0,3.0,22.0,94.0,40.0,103.0,36.0,102.0,8.18,16.0,17.0,33.0,43.0,16.0,1475.0,434.0,368.0,894.0
G87,2.76,2.28,4.59,1.73,9.08,8.69,3.97,7.45,9.56,7.58,7.95,5.11,2.12,8.11,7.79,7.95,6.07,5.28,9.64,3.11,2.41,6.97,7.77,3.97,5.63,6.75,4.53,8.26,5.48,3.87,1.61,5.63,9.71,6.27,5.76,3.67,9.53,3.42,3.7,8.3,2.65,7.05
G88,137.0,174.77,65.0,6.0,72.0,304.52,65.0,156.74,41.0,384.0,139.0,160.72,187.0,77.0,121.0,143.0,182.0,201.0,165.9,209.8,242.97,45.0,5.99,80.7,227.92,7.0,19.0,40.0,35.0,41.0,18.0,24.0,7.04,8.0,4.0,5.61,7.0,6.72,1683.9,333.5,451.26,292.65
G89,157.0,318.0,130.0,14.0,118.0,757.0,87.0,348.0,47.0,284.0,429.0,353.0,454.0,446.0,374.0,275.0,496.0,622.0,514.0,505.0,380.0,51.0,7.47,118.0,288.0,1.0,47.0,88.0,50.0,174.0,94.0,117.0,4.4,100.0,42.0,114.0,133.0,52.0,2462.0,781.0,658.0,376.0
G90,288.0,716.0,317.0,22.0,288.0,1132.0,398.0,929.0,85.0,432.0,862.0,683.0,673.0,337.0,804.0,400.0,845.0,837.0,906.0,575.0,704.0,94.0,9.07,303.0,587.0,15.0,102.0,261.0,95.0,113.0,73.0,107.0,4.36,25.0,15.0,102.0,122.0,40.0,2196.0,790.0,542.0,703.0
G91,45.0,95.0,52.0,3.0,54.0,163.0,29.0,81.0,17.0,92.0,73.0,84.0,85.0,64.0,95.0,101.0,87.0,122.0,103.0,109.0,139.0,18.0,1.74,65.0,158.0,3.0,10.0,26.0,7.0,24.0,19.0,16.0,9.67,11.0,6.0,3.0,20.0,7.0,914.0,196.0,228.0,116.0
G92,1053.0,2453.0,1072.0,75.0,697.0,4091.0,500.0,2241.0,348.0,2760.0,2267.0,2555.88,3197.0,1692.0,1910.0,2642.0,3255.0,3255.0,2670.0,3107.0,2659.0,390.0,6.54,685.0,1864.0,49.0,17.0,97.0,26.0,230.0,109.0,138.0,2.76,21.0,13.0,12.0,23.0,10.0,14386.75,3001.0,3727.0,2291.0
G93,2.14,3.07,8.19,4.68,7.11,1.6,2.94,2.46,3.18,1.35,4.23,7.84,9.0,7.43,7.12,5.21,8.87,1.96,6.84,9.66,9.4,4.11,2.68,9.26,6.56,6.9,7.31,6.43,3.64,9.68,1.16,1.73,4.17,9.02,5.96,2.24,2.61,5.01,6.42,6.18,5.66,8.39
G94,5.95,7.49,8.28,3.22,6.66,4.67,2.97,4.93,8.3,3.53,3.13,1.1,9.75,5.26,7.68,5.41,5.39,8.54,3.98,3.58,6.79,7.55,6.74,9.16,4.07,1.52,8.93,2.89,9.89,4.45,1.16,7.08,5.11,3.37,1.4,2.08,3.21,4.85,4.16,4.93,6.58,4.8
G95,5.0,20.0,9.0,5.34,5.0,22.0,5.0,9.0,1.84,11.0,18.0,44.0,37.0,16.0,49.0,52.0,67.0,22.0,21.0,30.0,9.0,5.0,4.59,6.0,6.0,2.19,6.3,1.0,9.48,9.0,2.0,5.0,5.2,2.83,6.56,4.08,9.3,6.58,157.0,41.0,33.0,18.0
G96,207.0,551.0,316.0,21.0,258.0,980.0,197.0,668.0,97.0,447.0,664.0,616.0,633.0,340.0,578.0,408.0,712.0,850.0,768.0,641.0,515.0,51.0,9.62,164.0,327.0,7.0,45.0,191.0,106.0,91.0,61.0,107.0,7.06,27.0,20.0,21.0,40.0,9.0,3182.0,1049.0,883.0,793.0
G97,76.0,164.0,81.0,5.0,77.0,360.0,41.0,168.0,28.0,174.0,212.0,168.0,287.0,197.0,160.0,124.0,211.0,314.0,256.0,336.0,277.0,40.0,3.65,87.0,205.0,4.0,3.0,29.0,14.0,92.0,27.0,64.0,4.39,19.0,13.0,6.0,9.0,6.0,833.0,201.0,203.0,173.0
G98,4.21,2.0,2.09,4.87,8.0,8.25,5.64,3.2,5.18,5.9,4.95,9.06,1.56,5.05,8.02,3.27,1.16,2.66,3.83,1.77,1.93,6.11,6.51,9.58,1.08,3.53,7.02,8.1,1.35,6.66,4.03,3.34,9.28,5.71,4.29,9.55,1.6,8.28,5.62,9.53,3.92,2.09
G99,93.0,246.0,116.0,8.0,86.0,440.0,47.0,272.0,38.0,257.0,312.0,422.0,501.0,283.0,405.0,480.0,561.0,841.0,712.0,884.0,292.0,44.0,3.53,130.0,270.0,5.0,22.0,37.0,7.0,78.0,55.0,70.0,9.23,4.0,5.0,3.0,10.0,8.0,12846.0,2821.0,3121.0,256.0
G100,5.0,5.0,1.0,1.0,2.0,28.0,5.0,18.0,12.0,92.0,20.0,17.0,26.0,23.0,9.0,25.0,17.0,38.0,22.0,42.0,17.0,8.96,4.85,9.0,26.0,6.98,6.51,3.0,7.82,4.0,4.0,2.0,7.37,1.0,5.53,6.83,1.87,8.91,144.0,23.0,31.0,83.0
G101,302.0,616.0,291.0,17.0,173.0,943.0,165.0,540.0,77.0,768.0,498.0,572.0,609.0,303.0,512.0,581.0,663.0,595.0,494.0,677.0,744.0,116.0,3.88,294.0,599.0,13.0,30.0,135.0,44.0,96.0,59.0,78.0,5.32,12.0,4.0,13.0,13.0,7.0,2807.0,679.0,803.0,642.0
G102,7.0,8.0,9.03,6.34,7.24,11.0,2.73,5.0,1.0,12.0,7.0,10.0,4.0,5.57,1.58,15.0,10.0,17.0,13.0,22.0,11.0,2.2,8.74,3.0,12.0,6.18,6.97,3.02,6.18,7.0,2.04,4.0,3.86,12.0,5.0,46.0,57.0,42.0,132.0,22.0,28.0,9.0
G103,12.0,16.0,2.0,5.94,2.0,11.0,1.0,13.0,2.0,9.0,8.0,11.0,11.0,9.0,17.0,5.0,6.0,12.0,6.0,12.0,4.0,1.9,1.05,6.0,8.0,1.0,3.84,6.0,6.28,4.0,7.38,4.0,8.01,7.26,2.0,3.0,2.0,1.39,28.0,3.0,6.0,6.0
G104,3.61,6.65,7.24,6.12,7.66,3.0,1.16,9.96,2.95,8.71,7.39,4.0,2.0,2.37,3.0,4.65,4.87,5.03,6.04,7.0,4.41,8.51,2.39,8.07,7.98,5.54,3.39,3.28,4.6,6.61,7.87,4.38,8.43,7.98,7.14,5.78,7.03,7.35,2.34,9.92,9.4,1.45
G105,3336.0,7072.0,3308.0,263.0,2241.0,10266.96,1395.0,5065.0,863.0,5479.99,5184.0,4507.0,4683.0,3070.0,3157.0,3168.0,4230.0,5008.0,4211.94,4399.0,8858.95,1359.0,2.0,3000.0,6609.0,165.0,388.0,832.0,268.0,934.0,509.0,812.0,5.49,221.0,112.0,225.0,266.0,127.0,21996.92,5303.0,5883.0,6520.0
G106,717.0,1111.0,658.0,65.0,308.0,2037.0,221.0,865.0,342.0,2558.0,962.0,1498.0,1732.0,1221.0,955.0,1868.0,1640.0,1222.0,1007.0,1696.0,1742.0,264.0,5.49,727.0,1815.0,45.0,28.0,100.0,33.0,381.0,123.0,254.0,9.91,29.0,18.0,57.0,71.0,37.0,10624.0,1792.0,2451.0,2125.0
G107,1.12,1.0,5.06,8.05,8.59,2.19,4.7,6.99,3.04,2.93,5.64,1.0,5.04,1.0,1.77,3.69,7.14,3.86,1.49,3.83,9.03,2.02,9.48,3.0,7.99,9.66,6.27,4.9,3.18,9.52,2.09,2.0,7.78,3.64,3.14,4.0,1.0,2.0,5.59,1.0,4.77,1.0
G108,3.0,5.0,2.0,2.51,4.68,11.0,2.27,8.0,4.0,35.0,3.0,1.0,4.0,4.0,1.29,1.0,15.0,9.0,11.0,10.0,7.0,2.0,8.17,2.0,1.0,2.11,3.71,3.0,9.83,23.0,28.0,24.0,2.28,108.0,80.0,1148.0,1655.0,653.0,47.0,14.0,8.0,29.0
G109,158.0,265.0,119.0,14.0,95.0,629.0,91.0,349.0,55.0,220.0,411.0,300.0,446.0,295.0,347.0,256.0,397.0,512.0,485.0,480.0,289.0,51.0,1.45,109.0,205.0,3.68,62.0,172.0,70.0,106.0,50.0,76.0,2.81,23.0,28.0,38.0,38.0,19.0,1573.0,448.0,401.0,328.0
G110,5.22,7.86,3.07,7.94,9.08,2.24,3.06,5.67,5.56,4.48,5.2,8.84,3.2,4.97,5.34,2.83,7.89,1.5,7.11,6.95,7.23,3.42,2.41,6.75,5.92,6.33,2.15,2.07,3.76,7.93,3.41,6.43,7.51,1.07,5.15,6.54,9.37,9.76,7.73,2.48,6.76,5.1
G111,4.7,7.06,7.2,2.24,6.98,3.98,5.79,3.07,4.99,7.24,8.32,8.14,8.48,9.27,2.08,3.03,2.92,6.24,5.99,8.64,4.84,5.5,4.84,2.02,9.4,1.49,8.27,4.99,7.95,1.07,2.12,8.0,7.15,3.88,4.36,3.39,3.78,8.95,6.79,4.7,6.83,8.58
G112,119.0,284.0,143.0,10.0,82.0,452.0,72.52,187.0,59.0,270.25,242.93,201.0,304.52,271.0,168.0,221.0,305.85,359.96,360.0,374.68,321.0,40.0,6.05,103.0,266.0,4.0,41.0,127.0,44.0,383.0,208.0,385.0,3.11,258.0,172.0,587.0,713.0,294.0,1735.56,464.02,422.46,339.33
G113,3.0,8.0,9.16,1.0,1.0,6.0,6.0,14.0,1.0,17.0,14.0,33.0,47.0,29.0,16.0,35.0,21.0,36.0,42.0,42.0,6.0,5.47,7.99,5.93,6.0,3.65,4.0,7.6,1.0,38.0,30.0,42.0,6.31,79.0,29.0,400.0,581.0,255.0,343.0,70.0,94.0,10.0
G114,144.0,317.0,182.0,15.0,89.0,508.0,58.0,271.0,44.0,311.0,306.0,291.0,368.0,234.0,196.0,359.0,402.0,406.0,290.0,431.0,498.0,64.0,6.59,148.0,385.0,8.0,16.0,36.0,15.0,94.0,22.0,77.0,9.28,26.0,8.0,50.0,71.0,29.0,1257.0,256.0,297.0,252.0
G115,111.0,214.0,94.0,10.0,64.0,332.0,84.0,216.0,107.0,771.0,222.0,256.0,301.0,232.0,200.0,263.0,320.0,435.0,356.0,387.0,286.0,35.0,6.24,86.0,233.0,11.0,23.0,35.0,18.0,504.0,300.0,554.0,5.5,433.0,187.0,403.0,455.0,215.0,1629.0,321.0,396.0,718.0
G116,1.0,1.0,2.0,6.12,8.37,3.0,5.62,3.0,1.0,2.0,5.7,3.0,7.0,9.96,10.0,2.0,3.0,4.0,8.0,6.0,1.0,1.78,9.96,9.89,4.49,7.07,5.08,7.23,2.92,5.29,2.01,1.79,7.1,3.33,9.55,3.98,1.0,3.61,19.0,4.0,2.0,2.0
G117,93.0,163.0,67.0,7.0,60.0,302.0,35.0,166.0,31.0,162.0,162.0,196.0,196.0,91.0,114.0,149.0,263.0,279.0,193.0,239.0,202.0,39.0,2.98,75.0,193.0,5.0,6.0,45.0,2.0,33.0,7.0,21.0,4.97,2.0,2.44,3.91,1.0,7.11,3719.0,749.0,939.0,221.0
G118,175.0,419.0,212.0,13.0,144.0,720.0,133.0,423.0,45.0,402.0,419.0,496.0,654.0,345.0,444.0,394.0,637.0,541.0,425.0,433.0,435.0,75.0,5.81,159.0,351.0,9.0,40.0,125.0,35.0,82.0,46.0,65.0,5.95,6.0,3.0,8.0,10.0,7.0,1465.0,376.0,417.0,376.0
G119,232.81,411.55,195.0,27.0,106.0,712.75,52.0,285.0,99.59,748.0,313.57,426.73,417.0,170.5,202.0,586.0,458.72,326.0,225.0,432.0,571.0,151.0,2.5,289.0,795.27,45.0,10.0,65.0,22.0,260.4,138.0,233.54,7.06,155.0,50.0,60.0,73.0,27.0,2672.0,347.0,558.0,588.86
G120,26.0,65.0,33.0,2.0,27.0,81.0,28.0,73.0,19.0,117.0,72.0,206.0,267.0,188.0,220.0,205.0,274.0,96.0,96.0,81.0,47.0,9.0,5.41,31.0,26.0,3.05,1.9,2.0,3.0,9.0,9.0,7.0,4.57,1.56,9.25,9.6,4.04,2.71,487.0,132.0,132.0,119.0
G121,103.0,258.0,122.0,6.0,93.0,523.0,67.0,223.0,58.0,366.0,275.0,275.0,386.0,218.0,207.0,198.0,348.0,355.0,250.0,299.0,328.0,28.0,7.39,125.0,287.0,6.0,20.0,61.0,42.0,91.0,47.0,83.0,1.69,29.0,15.0,8.0,10.0,3.0,1158.0,286.0,287.0,367.0
G122,109.0,217.0,82.0,7.0,55.0,416.0,25.0,118.0,34.0,185.0,147.0,121.0,170.0,112.0,104.0,166.0,150.0,124.0,112.0,124.0,316.0,49.0,5.02,103.0,329.0,6.0,7.0,22.0,2.0,41.0,19.0,50.0,6.64,10.0,5.0,7.45,9.0,7.53,987.0,232.0,281.0,185.0
G123,63.0,155.0,45.0,6.0,44.0,315.0,65.0,176.0,33.0,150.0,197.0,193.0,219.0,149.0,242.0,133.0,243.0,248.0,215.0,181.0,158.0,16.0,4.2,53.0,135.0,6.0,41.0,99.0,41.0,33.0,18.0,26.0,5.58,8.0,2.0,7.0,21.0,5.0,796.0,276.0,284.0,242.0
G124,33.0,75.0,23.0,4.0,3.0,74.0,14.0,60.0,8.0,49.0,45.0,45.0,40.0,51.0,21.0,42.0,51.0,59.0,60.0,73.0,80.0,7.0,6.17,39.0,96.0,7.89,11.0,38.0,20.0,30.0,15.0,31.0,8.87,5.0,5.21,8.0,5.0,8.0,392.0,76.0,92.0,71.0
G125,111.0,192.0,93.0,3.0,45.0,330.0,26.0,141.0,23.0,172.0,168.0,219.0,296.0,141.0,258.0,291.0,327.0,344.0,292.0,427.0,277.0,56.0,2.78,85.0,258.0,5.0,5.0,15.0,2.0,70.0,35.0,36.0,8.0,14.0,12.0,19.0,20.0,5.0,935.0,140.0,210.0,151.0
G126,224.0,541.0,197.0,14.0,170.0,948.0,143.0,650.0,222.0,1218.0,664.0,644.0,949.0,715.0,822.0,679.0,1049.0,855.0,716.0,687.0,484.0,60.0,6.57,185.0,392.0,15.0,56.0,202.0,75.0,142.0,70.0,143.0,4.0,24.0,22.0,50.0,68.0,18.0,12742.0,3724.0,3570.0,1773.0
G127,9.0,42.0,6.0,1.0,9.0,49.0,5.0,40.0,60.0,644.0,25.0,71.0,79.0,26.0,56.0,65.0,57.0,67.0,45.0,43.0,38.0,12.0,9.41,13.0,24.0,1.0,4.06,4.0,9.68,181.0,101.0,161.0,7.57,168.0,83.0,152.0,114.0,63.0,383.0,91.0,122.0,539.0
G128,69.0,201.0,87.0,1.0,54.0,222.0,22.0,103.0,37.0,217.0,127.0,119.0,144.0,99.0,55.0,136.0,124.0,194.0,146.0,169.0,226.0,40.0,3.33,67.0,149.0,8.02,5.0,17.0,10.0,29.0,19.0,23.0,4.74,8.0,3.0,2.0,3.0,1.0,946.0,227.0,246.0,223.0
G129,2077.0,5352.0,2365.0,177.0,1842.0,9566.0,1729.0,5803.0,1396.0,8122.0,5776.0,5606.0,7662.0,4666.0,4158.0,4442.0,6662.0,5462.0,4499.0,4772.0,6241.0,847.0,2.0,2413.0,5246.0,133.0,743.0,2211.0,1124.0,1489.0,715.0,1205.0,1.0,310.0,151.0,103.0,115.0,44.0,15264.0,3933.0,3825.0,9555.0
G130,3.0,11.0,10.0,5.15,5.0,26.0,2.0,5.0,10.0,107.0,9.0,10.0,11.0,3.0,4.0,4.0,10.0,8.0,15.0,4.0,30.0,4.0,2.82,5.0,5.0,3.7,10.0,5.0,1.0,42.0,39.0,54.0,5.0,36.0,18.0,18.0,13.0,3.0,80.0,19.0,25.0,84.0
G131,120.0,234.0,156.0,10.0,105.0,473.0,124.0,287.0,37.0,191.0,346.0,236.0,310.0,189.0,202.0,167.0,347.0,315.0,272.0,268.0,276.0,44.0,4.27,127.0,276.0,4.0,56.0,156.0,67.0,61.0,55.0,48.0,7.48,8.0,2.0,10.0,17.0,8.0,724.0,279.0,236.0,309.0
G132,116.0,291.0,139.0,17.0,112.0,474.0,88.0,269.0,33.0,272.0,291.0,326.0,329.0,244.0,299.0,246.0,347.0,415.0,344.0,334.0,338.0,52.0,7.59,118.0,252.0,5.0,8.0,50.0,15.0,85.0,49.0,80.0,3.81,13.0,11.0,29.0,22.0,15.0,1319.0,354.0,338.0,270.0
G133,90.0,198.0,77.0,12.0,82.0,282.0,36.0,153.0,36.0,193.0,140.0,114.0,180.0,119.0,106.0,111.0,160.0,141.0,116.0,148.0,247.0,53.0,5.72,64.0,157.0,1.91,3.0,34.0,7.0,33.0,8.0,24.0,2.52,4.0,1.0,8.46,2.0,1.0,841.0,203.0,231.0,206.0
G134,5.0,33.0,18.0,2.0,6.0,30.0,13.0,42.0,5.0,28.0,21.0,43.0,16.0,25.0,21.0,29.0,46.0,34.0,30.0,37.0,34.0,6.0,5.18,8.0,18.0,4.0,2.0,3.0,2.0,11.0,1.0,5.0,2.4,3.3,6.0,7.82,3.35,1.0,100.0,56.0,37.0,31.0
G135,32.11,77.0,47.32,5.28,15.0,116.07,11.92,45.34,21.0,72.0,36.0,50.0,52.0,30.03,26.14,47.0,58.33,57.0,59.0,77.53,70.0,12.0,9.45,33.0,56.38,3.0,3.0,7.0,1.0,84.97,69.0,91.88,7.18,100.0,56.47,364.9,487.0,180.0,424.3,104.0,99.0,144.0
G136,57.0,102.0,33.0,7.0,57.9,379.0,38.0,168.0,34.0,227.02,140.0,106.0,150.0,111.0,73.0,119.0,138.76,378.0,370.91,417.94,87.0,20.0,4.71,48.0,103.0,5.0,3.0,12.0,3.0,37.0,33.0,45.0,8.08,25.0,2.0,5.0,1.35,1.0,2968.15,792.92,818.0,307.74
G137,3.29,1.15,1.47,7.26,8.25,6.35,1.32,2.5,9.6,3.0,1.0,6.67,2.45,1.0,3.66,3.0,1.0,1.0,7.18,6.63,5.73,1.35,9.55,3.69,1.59,7.18,6.32,7.55,4.29,6.64,4.63,1.67,9.42,5.9,5.45,1.0,1.0,1.74,3.0,3.0,3.54,6.0
G138,7.05,6.82,7.06,2.4,8.01,1.0,7.94,5.85,6.03,2.47,2.0,7.38,1.85,7.58,9.52,4.6,2.0,3.55,8.82,6.25,5.05,9.51,4.57,6.42,5.32,2.89,2.82,5.63,9.71,3.24,1.58,9.91,8.1,1.36,9.63,2.78,1.0,1.83,4.14,5.78,1.0,9.13
G139,246.0,504.0,222.0,10.0,190.0,794.0,212.0,448.0,54.0,571.0,460.0,518.0,577.0,366.0,395.0,496.0,592.0,620.0,514.0,535.0,531.0,91.0,2.28,178.0,458.0,7.0,16.0,79.0,23.0,85.0,35.0,68.0,3.05,18.0,8.0,10.0,19.0,8.0,3308.0,785.0,983.0,520.0
G140,217.0,484.0,205.0,12.0,165.0,1009.0,106.0,417.0,74.0,791.0,495.0,640.0,667.0,281.0,424.0,637.0,649.0,627.0,439.0,547.0,645.0,94.0,8.24,365.0,858.0,27.0,18.0,42.0,18.0,251.0,114.0,203.0,2.51,34.0,10.0,6.0,14.0,3.0,2921.0,630.0,831.0,492.0
G141,8.75,6.68,9.29,2.59,8.94,2.9,8.47,7.53,2.89,2.27,9.99,5.91,7.3,7.87,3.19,9.45,9.31,5.64,8.02,1.27,3.82,9.0,2.97,4.18,9.55,7.13,9.3,9.97,8.05,8.82,3.51,3.81,1.13,9.52,5.81,4.3,3.8,1.0,1.0,7.22,1.0,4.35
G142,3.0,4.0,10.0,3.05,5.48,3.0,2.09,9.67,1.0,24.0,1.61,5.64,3.0,6.0,9.75,1.0,3.0,2.18,1.0,10.0,1.0,6.43,1.34,3.0,5.0,1.52,2.81,3.13,1.38,1.0,2.91,7.19,2.56,1.0,4.76,4.0,2.0,4.0,26.0,8.0,20.0,21.0
G143,2513.0,7862.0,2144.0,133.0,2227.0,11636.0,3152.0,7816.0,1002.0,4462.0,9088.0,6289.0,6870.0,4229.0,7239.0,3672.0,7019.0,11141.0,10052.0,6558.0,7138.0,853.0,9.37,2661.0,5414.0,95.0,4735.0,7563.0,3734.0,1676.0,1091.0,1751.0,5.7,422.0,191.0,224.0,405.0,167.0,23822.0,9848.0,7428.0,8028.0
G144,56.0,139.0,40.0,10.0,42.0,224.0,33.0,94.0,34.0,201.0,153.0,188.0,154.0,80.0,103.0,242.0,194.0,167.0,137.0,190.0,159.0,27.0,8.98,63.0,188.0,8.0,3.0,16.0,11.0,42.0,36.0,41.0,3.61,9.0,7.0,4.0,8.0,1.0,787.0,147.0,230.0,128.0
G2477,3.64,3.6,3.78,1.71,4.38,5.72,7.41,2.61,1.04,0.38,1.86,6.75,0.16,8.32,5.0,1.0,0.05,4.43,9.07,0.33,4.95,3.36,2.62,7.35,7.29,1.73,4.89,0.56,2.81,5.99,5.74,8.68,6.81,4.65,1.0,4.6,7.6,5.12,5.86,7.06,2.09,1.48
G146,86.0,207.0,102.0,11.0,67.0,476.0,30.0,228.0,61.0,399.0,278.0,235.0,290.0,237.0,227.0,263.0,269.0,322.0,318.0,308.0,155.0,35.0,3.2,59.0,165.0,4.0,10.0,70.0,22.0,65.0,51.0,53.0,6.05,12.0,4.0,18.0,23.0,11.0,2511.0,696.0,644.0,515.0
G147,4.0,2.0,1.0,5.1,2.88,3.0,8.44,2.01,2.0,5.68,2.57,3.0,3.0,1.0,5.0,2.0,5.0,3.0,1.0,1.0,7.0,2.97,7.24,4.66,4.35,7.37,2.49,7.67,2.39,9.04,7.73,2.41,3.84,8.3,6.83,4.67,1.0,6.91,22.0,5.0,3.0,1.0
G148,6.33,3.0,2.0,1.0,9.4,1.0,5.12,3.54,4.29,4.9,2.95,3.0,1.0,5.65,2.0,8.11,2.0,4.31,1.0,3.0,3.0,2.19,4.58,4.16,9.37,4.82,4.04,3.46,1.0,5.0,6.28,3.0,4.87,11.0,7.0,113.0,134.0,48.0,24.0,7.0,13.0,8.0
G149,176.0,209.0,146.0,3.0,61.0,441.0,50.0,171.0,61.0,374.0,234.0,181.0,295.0,209.0,114.0,264.0,230.0,277.0,209.0,287.0,323.0,54.0,2.72,140.0,434.0,8.0,17.0,21.0,2.0,143.0,54.0,145.0,7.46,73.0,47.0,93.0,107.0,43.0,2643.0,467.0,544.0,277.0
G150,7.87,34.93,13.3,3.27,14.62,37.8,4.92,10.27,2.5,6.67,24.78,30.28,11.06,12.67,14.11,51.46,16.0,7.55,13.36,24.5,15.79,3.29,3.83,4.92,36.03,1.0,1.55,14.56,4.15,8.08,6.0,6.51,4.68,2.98,1.04,1.65,2.92,1.28,50.19,13.89,16.34,3.34
G151,117.0,289.0,104.0,13.0,103.0,393.0,69.0,279.0,38.0,235.0,234.0,278.0,219.0,150.0,176.0,201.0,249.0,238.0,226.0,196.0,342.0,56.0,4.48,129.0,351.0,6.0,14.0,37.0,22.0,39.0,21.0,34.0,5.51,8.0,2.0,8.0,6.0,5.0,1260.0,267.0,332.0,258.0
G152,12.0,28.0,14.0,3.02,3.0,34.0,13.0,21.0,4.0,59.0,14.0,12.0,27.0,16.0,20.0,22.0,29.0,25.0,21.0,15.0,20.0,1.0,9.21,6.0,11.0,5.88,3.18,8.89,8.61,8.0,3.0,7.0,6.01,3.0,2.0,3.0,1.0,1.0,84.0,24.0,26.0,38.0
G153,8.45,7.43,6.22,1.76,8.28,2.0,7.23,1.0,1.92,3.0,1.0,4.0,1.0,7.13,5.0,1.0,3.0,2.0,7.2,6.91,7.08,2.58,5.86,1.48,9.64,5.83,3.91,3.58,2.8,8.97,4.21,6.6,8.33,7.9,9.83,1.63,3.39,8.95,11.0,5.0,4.0,3.62
G154,29.0,103.0,33.0,3.79,19.0,162.0,32.0,82.0,15.0,125.0,87.0,143.0,124.0,87.0,138.0,182.0,173.0,203.0,151.0,153.0,115.0,21.0,1.63,56.0,120.0,2.0,9.56,13.0,8.52,30.0,15.0,33.0,2.76,7.0,6.0,6.0,9.0,10.0,704.0,183.0,247.0,112.0
G155,98.0,227.0,82.0,9.0,73.0,319.0,34.0,185.0,49.0,325.0,173.0,230.0,326.0,152.0,133.0,240.0,293.0,257.0,206.0,350.0,249.0,33.0,7.53,126.0,243.0,4.0,10.0,46.0,22.0,93.0,38.0,72.0,7.12,26.0,12.0,52.0,28.0,19.0,2024.0,436.0,459.0,348.0
G156,232.0,584.0,312.0,24.0,296.0,930.0,215.0,636.0,124.0,720.0,663.0,586.0,733.0,448.0,562.0,442.0,787.0,732.0,653.0,579.0,624.0,77.0,2.69,188.0,450.0,8.0,64.0,141.0,60.0,86.0,39.0,74.0,3.94,26.0,27.0,22.0,38.0,16.0,2485.0,763.0,732.0,935.0
G157,73.0,143.0,75.0,5.0,72.0,251.0,41.0,177.0,28.0,223.0,203.0,604.0,766.0,611.0,474.0,594.0,638.0,269.0,200.0,286.0,161.0,12.0,8.58,47.0,105.0,6.0,5.0,26.0,7.0,44.0,27.0,42.0,1.43,8.0,8.0,91.0,135.0,62.0,1311.0,380.0,345.0,218.0
