,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
G1122,152.0,349.65,172.0,8.0,143.0,577.0,91.0,380.61,53.0,306.0,345.0,315.0,383.0,244.47,203.0,188.0,385.0,336.0,270.0,292.0,340.0,50.0,4.73,184.0,270.0,5.0,86.0,280.0,139.08,91.0,40.0,61.0,4.53,30.0,16.0,76.0,93.0,38.0,1189.66,352.0,334.0,447.0
G1123,170.0,307.0,117.0,9.0,94.0,525.0,82.0,295.0,37.0,352.0,289.0,389.0,402.0,276.0,328.0,464.0,411.0,373.0,241.0,368.0,356.0,78.0,2.32,169.0,493.0,15.0,2.0,25.0,2.0,102.0,45.0,104.0,8.36,34.0,4.0,11.0,11.0,14.0,1711.0,305.0,392.0,300.0
G1124,8.44,1.0,7.09,3.74,3.57,5.9,6.23,1.0,1.0,3.0,5.0,5.0,5.0,2.0,7.0,2.0,5.0,2.0,6.0,8.0,1.0,1.0,3.97,2.0,2.0,9.78,5.27,9.43,7.82,4.95,3.15,6.09,9.36,1.07,4.8,4.54,5.62,7.36,32.0,11.0,8.0,4.0
G1125,158.0,339.0,196.0,12.0,160.0,672.0,125.0,434.0,47.0,410.0,362.0,416.0,450.0,459.0,322.0,328.0,494.0,414.0,328.0,375.0,465.0,81.0,9.66,155.0,414.0,9.0,44.0,144.0,61.0,70.0,28.0,58.0,1.02,11.0,6.0,19.0,30.0,12.0,1732.0,465.0,434.0,519.0
G1126,113.0,370.0,152.0,15.0,141.0,524.0,165.0,411.0,92.0,544.0,364.0,540.0,572.0,284.0,1005.0,655.0,1296.0,1081.0,1139.0,890.0,285.0,55.0,1.56,84.0,190.0,5.0,22.0,49.0,25.0,46.0,21.0,18.0,2.65,8.0,4.0,11.0,11.0,8.0,3704.0,1228.0,1116.0,835.0
G1127,93.0,160.0,54.0,3.0,19.0,267.0,33.0,141.0,45.0,243.0,182.0,163.0,253.0,204.0,111.0,243.0,209.0,198.0,190.0,261.0,165.0,21.0,7.16,74.0,169.0,3.0,4.0,66.0,30.0,70.0,43.0,68.0,6.82,19.0,7.0,22.0,45.0,16.0,1012.0,217.0,247.0,250.0
G1128,374.0,841.0,376.0,35.0,223.0,1185.0,174.0,557.0,302.0,2165.0,744.0,687.0,747.0,473.0,529.0,747.0,697.0,1130.0,985.0,1006.0,1635.0,289.0,1.97,520.0,1185.0,25.0,42.0,144.0,57.0,1980.0,1379.0,2239.0,1.0,1000.0,449.0,196.0,435.0,149.0,7161.0,1596.0,2079.0,1794.0
G1129,7.98,2.96,10.0,2.47,9.38,9.1,8.7,4.36,4.32,9.76,4.37,9.55,6.91,6.98,5.98,2.26,5.29,1.41,5.65,3.88,5.23,1.1,5.5,8.79,3.2,1.22,5.46,4.86,1.26,9.11,6.66,2.24,7.33,9.45,6.84,4.34,3.0,9.03,1.7,4.0,1.0,2.97
G1130,5.96,4.08,5.49,6.9,1.33,5.45,2.0,9.06,2.71,4.21,8.28,5.29,6.12,2.08,4.09,2.32,4.9,3.96,2.68,1.4,7.74,8.89,1.61,4.69,5.62,5.56,4.55,1.21,9.74,1.56,6.16,7.7,9.46,3.59,3.01,9.87,7.29,9.08,4.8,4.04,4.47,5.18
G1131,6.91,6.73,3.84,9.44,2.4,8.32,8.12,1.0,8.17,5.38,3.17,7.1,1.0,6.53,5.25,9.7,4.62,9.46,9.35,2.27,1.21,5.09,3.8,3.51,1.33,8.13,7.12,4.87,8.39,5.45,6.35,9.03,5.72,8.71,1.12,7.45,8.59,4.54,7.58,2.39,9.38,1.28
G1132,1.06,5.93,2.34,1.27,6.16,1.2,2.89,1.79,7.73,7.14,6.51,2.79,2.86,7.2,7.98,9.31,7.12,5.64,4.29,1.97,9.78,6.53,6.6,6.06,7.78,3.6,2.23,5.99,4.94,6.67,5.73,3.45,5.3,2.92,3.53,6.93,9.09,5.02,9.46,1.59,9.75,6.31
G1133,2.06,5.2,1.65,6.5,3.04,6.62,6.05,5.38,4.48,3.6,8.0,6.37,6.78,4.78,9.66,9.57,6.28,4.12,8.93,2.94,4.29,5.15,2.47,6.92,2.69,7.34,3.76,9.1,2.44,1.08,6.58,2.43,6.67,8.9,3.41,1.1,4.67,4.05,9.64,2.95,5.23,4.36
G1134,15.0,35.0,10.0,2.0,12.0,41.0,10.0,24.0,5.0,19.0,33.0,24.0,19.0,32.0,47.0,23.0,44.0,41.0,24.0,22.0,30.0,4.0,7.46,9.0,25.0,9.02,1.0,5.0,5.0,7.0,7.47,4.39,8.09,1.0,2.39,4.3,1.0,5.55,79.0,35.0,21.0,28.0
G1135,2.61,5.07,6.32,4.21,9.92,7.05,9.02,5.29,9.74,4.49,3.45,3.16,3.56,7.34,8.58,2.49,9.76,3.21,4.7,4.82,4.39,8.68,8.12,2.74,2.79,2.53,1.5,7.19,7.16,8.6,2.23,2.99,4.81,7.35,9.63,8.58,1.0,1.62,6.05,9.21,1.85,6.95
G1136,4.0,8.0,7.39,3.61,1.0,14.0,2.0,8.0,7.32,11.0,11.0,6.0,11.0,14.0,4.0,13.0,18.0,12.0,5.0,10.0,6.0,1.0,9.88,6.09,6.0,5.86,1.07,7.51,4.95,4.0,8.4,1.0,1.09,6.0,1.0,22.0,17.0,7.0,25.0,7.0,11.0,6.0
G1137,354.0,930.0,302.0,32.0,441.0,1171.0,546.0,994.0,95.0,408.0,895.0,665.0,620.0,231.0,797.0,328.0,810.0,903.0,966.0,687.0,662.0,92.0,1.43,248.0,466.0,12.0,286.0,313.0,133.0,49.0,21.0,33.0,7.79,11.0,5.15,27.0,28.0,9.0,2153.0,897.83,616.0,781.0
G1138,249.79,458.22,230.09,20.41,124.64,982.12,72.39,428.05,133.75,1044.63,445.13,454.27,721.41,407.48,310.82,618.72,662.94,669.36,599.76,785.3,639.46,89.43,1.96,281.83,580.19,25.84,25.77,46.51,20.0,219.89,77.0,171.58,4.74,102.13,43.42,98.92,128.55,60.49,4034.38,841.66,831.33,830.74
G1139,1.96,7.0,2.0,7.62,6.03,12.0,2.0,4.0,2.0,20.0,3.0,11.0,6.0,9.0,1.0,6.0,6.0,5.0,4.0,5.0,14.0,8.2,9.03,16.0,13.0,4.56,4.49,13.0,2.54,1.0,1.0,5.01,4.84,7.2,2.14,2.22,4.72,8.59,11.0,3.0,4.0,24.0
G1140,1.0,6.0,4.0,3.42,2.0,7.0,3.0,8.0,9.06,3.0,6.0,7.0,10.0,8.0,15.0,15.0,11.0,5.0,7.0,3.0,2.0,10.0,2.32,1.0,6.0,1.26,7.0,8.37,3.0,1.0,1.0,3.0,1.78,2.0,1.44,25.0,45.0,13.0,43.0,12.0,10.0,7.0
G1141,6.29,8.85,1.97,7.17,9.3,2.3,8.12,5.47,20.0,144.0,8.94,6.66,1.0,2.22,8.0,2.56,1.0,1.0,1.73,9.69,2.25,5.7,6.77,2.93,1.49,4.68,6.61,9.71,9.09,8.51,8.44,6.64,6.54,8.69,3.2,5.0,4.0,9.22,2564.0,768.0,786.0,301.0
G1142,5.28,1.9,1.05,1.4,9.36,7.79,5.99,8.67,5.18,2.0,8.29,1.0,4.09,3.05,6.32,9.63,1.0,7.02,2.01,3.6,3.35,7.48,1.35,9.21,6.54,8.33,4.64,2.7,4.99,9.87,2.73,5.06,5.95,8.68,9.18,5.96,7.48,7.67,9.69,6.81,1.0,1.0
G1143,6671.32,15083.97,6980.14,731.86,5881.57,24837.16,5329.95,16696.53,2342.85,14545.06,17024.96,16129.88,16320.73,11987.73,12424.92,10750.61,17141.42,14645.3,13753.02,12702.86,17868.8,2583.19,1.0,8451.82,16320.38,266.0,2244.96,6220.72,2487.9,2897.83,1319.29,2024.74,1.0,157.0,76.0,104.97,168.0,59.0,76527.97,26939.94,23097.51,20357.79
G1144,15.27,33.61,10.48,2.0,7.78,88.01,35.87,32.04,16.1,117.89,58.96,30.09,18.32,10.8,4.63,11.58,22.61,9.1,5.13,9.35,45.92,2.87,2.03,4.85,24.24,3.9,1.4,3.61,7.38,5.0,3.0,5.28,4.77,1.0,4.36,3.0,5.1,7.0,137.76,47.83,42.16,178.05
G1145,2.0,6.0,3.0,3.49,3.87,3.0,4.71,1.0,2.0,3.0,3.0,2.0,2.0,8.54,4.0,3.0,9.0,8.0,9.0,4.0,10.0,1.0,1.94,1.0,1.0,7.61,2.0,1.0,4.87,13.0,10.0,14.0,2.89,4.0,4.0,9.68,7.09,2.0,70.0,26.0,19.0,9.0
G1146,143.0,298.0,154.0,15.0,135.0,571.0,128.0,354.0,64.0,337.0,397.0,315.0,427.0,378.0,200.0,268.0,414.0,464.0,427.0,391.0,415.0,40.0,7.31,113.0,248.0,6.0,39.0,174.0,87.0,105.0,47.0,92.0,5.48,38.0,36.0,41.0,71.0,31.0,2205.0,732.0,677.0,494.0
G1147,3.6,4.04,6.2,2.34,4.83,8.97,4.68,7.49,9.92,7.14,8.19,2.69,9.69,7.95,6.74,3.0,4.3,3.34,9.86,7.55,5.93,9.6,6.65,5.34,2.49,7.99,8.52,8.94,4.86,4.87,7.85,2.45,4.17,4.74,5.74,9.96,9.05,9.35,7.43,8.33,8.48,4.0
G1148,9.0,28.0,6.0,3.0,12.0,36.0,8.0,20.0,24.0,162.0,27.0,20.0,25.0,13.0,33.0,18.0,29.0,13.0,23.0,13.0,20.0,2.0,1.79,12.0,18.0,1.0,10.0,6.0,6.88,2.0,6.13,7.0,1.82,5.68,1.0,2.1,7.41,5.31,482.0,132.0,172.0,154.0
G1149,2.0,4.0,8.54,7.59,5.0,7.0,3.0,3.0,2.0,11.0,2.0,7.0,8.0,1.0,2.0,4.0,9.0,19.0,7.0,7.83,8.5,2.47,1.14,7.91,7.49,8.41,2.0,3.0,1.41,9.98,2.0,2.95,7.51,5.73,7.1,7.1,1.0,6.01,106.99,23.73,27.0,12.0
G1150,189.0,354.0,183.0,9.0,137.0,693.0,112.0,352.0,72.0,532.0,317.0,539.0,527.0,291.0,539.0,607.0,856.0,573.0,513.0,497.0,352.0,55.0,3.55,150.0,295.0,7.0,36.0,62.0,39.0,48.0,21.0,36.0,9.49,6.0,4.0,23.0,42.0,22.0,2452.0,791.0,824.0,499.0
G1151,1.27,1.53,5.94,9.81,5.84,3.49,8.55,6.93,1.68,1.22,5.61,3.86,8.13,8.55,6.34,5.9,9.95,9.1,5.45,9.19,7.9,6.01,8.05,6.13,2.8,8.95,6.65,1.49,8.46,5.75,7.62,7.87,6.4,8.22,7.43,4.83,7.17,8.89,3.38,7.57,8.33,3.4
G1152,1.12,4.0,9.52,9.07,4.6,9.61,8.1,7.24,2.35,2.0,8.36,4.2,8.96,3.58,1.0,5.66,7.55,9.6,2.0,3.26,4.0,5.83,8.13,2.01,5.0,4.15,5.97,2.29,7.38,4.45,8.85,7.51,4.03,3.81,6.97,12.0,30.0,9.0,3.0,1.96,1.81,1.0
G1153,1571.0,2517.0,1483.0,129.0,767.0,3849.0,418.0,1635.0,560.0,4859.0,1748.0,3783.0,3639.0,2156.0,2362.0,4598.0,4098.0,5327.0,4135.0,7771.0,3955.0,664.0,9.12,1231.0,2995.0,67.0,39.0,272.0,54.0,449.0,151.0,271.0,1.54,48.0,19.0,17.0,11.0,4.0,28338.0,4737.0,6955.0,3957.0
G1154,81.0,175.0,96.0,9.0,48.0,375.0,44.0,196.0,23.0,187.0,193.0,231.0,301.0,219.0,170.0,178.0,277.0,244.0,205.0,222.0,220.0,20.0,2.97,83.0,126.0,5.0,37.0,70.0,48.0,105.0,55.0,118.0,4.81,46.0,28.0,77.0,119.0,40.0,827.0,245.0,201.0,180.0
G1155,8.36,5.24,7.1,3.53,4.0,3.0,3.73,7.0,1.0,4.0,5.0,3.0,1.0,1.0,4.0,5.0,9.0,3.0,2.68,6.0,8.0,2.0,4.74,1.0,3.58,9.81,4.01,7.71,3.0,2.0,8.61,1.0,3.15,1.0,2.71,1.0,5.0,2.8,19.38,6.0,5.0,3.63
G1156,120.0,169.0,98.0,9.0,65.0,291.0,31.0,92.0,173.0,1517.0,100.0,257.0,279.0,164.0,183.0,492.0,328.0,200.0,135.0,287.0,309.0,53.0,6.51,125.0,338.0,13.0,2.0,14.0,2.0,56.0,18.0,37.0,6.28,17.0,1.0,2.0,8.32,2.0,1726.0,226.0,359.0,1031.0
G1157,104.0,249.0,100.53,12.0,74.75,395.89,52.0,220.0,40.0,261.32,241.0,226.0,302.89,290.73,158.0,265.0,281.0,351.0,227.0,271.73,259.86,40.47,7.73,136.0,233.62,3.0,32.16,57.0,27.0,86.0,63.85,87.84,1.74,25.81,24.0,5.0,15.0,8.0,1534.26,372.0,444.02,302.07
G1158,5.35,2.69,5.51,2.19,8.48,4.29,1.89,2.56,9.75,3.0,7.21,1.0,1.0,3.49,1.03,2.8,1.0,1.0,8.5,9.52,1.09,9.9,7.97,2.9,7.32,4.18,5.92,3.69,8.9,4.72,2.54,8.3,3.15,1.74,8.69,6.11,8.02,4.21,2.0,2.7,2.0,4.19
G1159,27.0,86.0,47.0,3.0,16.0,140.0,12.0,64.0,77.0,548.0,65.0,95.0,110.0,97.0,106.0,117.0,142.0,86.0,91.0,127.0,89.0,19.0,3.93,17.0,51.0,3.0,14.0,24.0,10.0,38.0,21.0,36.0,9.63,17.0,11.0,27.0,25.0,12.0,310.0,62.0,69.0,495.0
G1160,100.69,190.0,82.0,9.0,44.0,390.0,34.0,184.0,20.0,169.0,243.0,183.27,297.0,268.0,179.0,202.0,239.49,283.0,252.0,297.0,224.61,19.0,1.59,122.36,246.61,1.0,38.0,97.45,46.0,140.0,85.0,143.87,3.38,101.0,36.77,24.0,44.0,6.0,936.19,235.0,206.0,220.0
G1161,4392.0,9637.0,4477.0,402.0,3073.0,13939.0,2404.0,8126.0,803.0,4583.0,8092.0,6106.0,5873.0,5414.0,4640.0,4464.0,5924.0,10020.0,8593.0,7328.0,10262.0,1509.0,4.36,3289.0,6614.0,123.0,426.0,1325.0,401.0,501.0,218.0,359.0,1.0,33.0,12.0,21.0,46.0,19.0,83492.0,24124.0,23804.0,6588.0
G1162,1.0,3.0,1.0,2.24,2.13,7.27,1.39,2.56,9.43,3.25,4.02,1.0,2.0,4.8,6.41,1.0,2.0,7.81,5.19,1.0,4.0,1.97,2.8,3.0,4.9,3.57,3.17,2.44,2.11,1.0,5.47,2.0,1.04,8.23,8.83,2.88,5.66,9.39,29.0,3.0,7.0,2.0
G1163,86.0,197.0,115.0,2.0,29.0,225.0,33.0,97.0,19.0,170.0,98.0,128.0,125.0,88.0,114.0,187.0,136.0,173.0,154.0,178.0,260.0,56.0,8.58,77.0,165.0,7.33,15.0,16.0,12.0,129.0,62.0,141.0,1.06,67.0,30.0,78.0,62.0,43.0,1143.0,282.0,310.0,193.0
G1164,3.0,7.0,1.49,7.59,4.32,10.0,5.0,1.0,147.0,851.0,4.84,7.0,4.0,3.0,4.0,4.0,4.0,6.0,9.0,2.0,3.0,1.61,8.18,2.0,2.85,6.42,8.32,1.0,8.95,2.0,5.0,1.0,6.76,4.0,4.0,30.0,18.0,10.0,22779.0,5990.0,6404.0,1711.0
G1165,1.36,3.0,5.46,5.38,3.63,14.0,1.0,4.0,2.0,7.37,1.0,2.0,11.0,6.0,9.7,2.0,3.0,6.0,14.0,3.0,3.0,3.45,1.18,2.0,2.0,7.05,8.18,1.0,8.51,1.0,9.07,3.0,8.23,2.0,1.0,28.0,26.0,13.0,65.0,20.0,22.0,5.0
G1166,194.0,339.0,170.0,16.0,151.0,489.0,79.0,258.0,38.0,221.0,238.0,292.0,267.0,151.0,212.0,207.0,250.0,253.0,225.0,285.0,450.0,86.0,6.06,137.0,322.0,3.0,17.0,60.0,24.0,31.0,20.0,20.0,5.64,2.0,6.0,5.31,9.6,1.88,1517.0,320.0,402.0,287.0
G1167,4.0,6.0,8.44,1.0,5.39,6.0,2.0,9.0,5.03,4.0,3.0,9.0,4.0,5.0,1.24,5.0,3.0,30.0,21.0,16.0,2.0,4.75,7.45,3.0,1.0,1.14,5.0,5.0,1.0,1.66,3.15,3.94,3.2,3.49,8.2,6.47,1.91,5.13,12.0,6.0,4.0,3.21
G1168,7.83,6.3,1.75,7.53,5.46,3.78,1.08,1.62,1.93,8.0,6.91,8.99,7.96,8.33,9.73,6.85,9.35,4.86,5.72,3.41,1.09,2.12,4.55,5.72,6.84,4.55,4.4,8.46,6.98,7.46,5.93,9.36,5.38,3.13,6.1,2.3,7.61,4.76,7.4,6.78,8.63,2.12
G1169,227.0,551.0,226.0,32.0,215.0,934.0,182.0,545.0,121.0,691.0,585.0,488.0,586.0,385.0,387.0,388.0,568.0,566.0,442.0,493.0,685.0,106.0,1.61,322.0,650.0,13.0,60.0,202.0,88.0,119.0,64.0,80.0,7.19,7.0,2.0,1.16,1.0,4.0,6297.0,1566.0,1532.0,957.0
G1170,7.24,1.84,5.31,6.8,7.26,4.0,5.38,1.0,1.0,2.0,2.0,2.0,2.0,2.69,5.04,9.35,2.0,8.73,3.0,3.0,2.0,7.07,2.33,3.8,2.13,6.32,9.89,3.51,4.76,3.0,2.0,5.34,7.89,2.0,2.0,7.05,7.38,5.31,3.0,5.53,4.26,1.0
G1171,2.0,5.0,2.0,2.74,2.0,8.0,2.96,1.0,2.0,23.0,1.0,5.0,4.0,9.43,3.23,2.0,3.0,5.0,7.0,3.0,4.0,8.47,5.81,4.0,1.0,5.28,5.13,4.0,9.82,9.28,2.42,1.0,6.57,2.45,1.0,2.24,2.0,1.28,354.0,60.0,89.0,43.0
G1172,147.0,298.0,205.0,25.0,103.0,724.0,61.0,379.0,57.0,351.0,483.0,312.0,501.0,531.0,297.0,412.0,408.0,375.0,316.0,400.0,500.0,57.0,1.16,175.0,423.0,18.0,19.0,90.0,22.0,69.0,20.0,54.0,9.94,6.0,6.0,5.0,6.76,9.47,3143.0,808.0,823.0,412.0
G1173,1.23,5.63,7.33,9.43,2.56,8.76,3.76,5.76,5.43,4.32,9.41,5.75,2.26,9.43,4.8,5.9,1.0,1.95,4.79,5.65,3.86,9.29,5.51,5.55,1.11,7.44,5.66,6.47,6.39,8.91,3.13,4.88,9.56,3.29,2.24,6.63,7.58,3.81,6.0,1.79,1.0,9.51
G1174,4.0,8.0,3.0,3.88,5.0,6.0,4.0,9.0,5.0,38.0,3.0,8.0,5.0,6.0,12.0,1.0,2.0,2.0,3.0,3.0,4.0,8.27,3.89,8.0,3.0,5.72,9.27,1.0,1.0,2.0,1.0,1.0,6.49,6.0,1.0,3.0,5.0,2.0,15.0,2.0,3.0,44.0
G1175,8.61,6.88,8.44,3.82,7.19,7.24,2.8,1.0,9.27,9.32,8.79,1.0,2.0,7.13,8.66,6.76,4.23,8.32,7.21,1.0,9.91,9.7,3.05,1.87,8.34,2.14,7.01,5.28,4.88,5.85,5.7,1.0,1.64,3.21,7.0,4.0,4.0,1.0,3.0,4.0,2.0,8.93
G1176,530.0,1268.0,480.0,59.0,458.0,1903.0,479.0,1201.0,170.0,1180.0,1121.0,1502.0,1481.0,577.0,1156.0,998.0,1740.0,1586.0,1421.0,1509.0,1216.0,225.0,4.62,446.0,1035.0,20.0,71.0,326.0,89.0,182.0,81.0,100.0,4.53,38.0,23.0,121.0,153.0,77.0,5509.0,1560.0,1619.0,1484.0
G1177,85.0,239.0,83.0,7.0,88.0,422.0,88.0,238.0,36.0,244.0,271.0,252.0,320.0,195.0,215.0,238.0,302.0,304.0,288.0,286.0,178.0,28.0,5.65,90.0,191.0,1.0,28.0,39.0,32.0,64.0,45.0,62.0,6.69,40.0,14.0,41.0,77.0,34.0,1072.0,329.0,289.0,299.0
G1178,10364.0,18846.0,9713.0,1010.0,6853.0,26152.0,4573.0,13336.0,2666.0,18364.0,12421.0,15702.0,14290.0,6720.0,8561.0,9483.0,13096.0,7124.0,6169.0,8641.0,25115.0,5442.0,1.0,11366.0,27994.0,664.0,1033.0,5706.0,1658.0,4031.0,2404.0,2994.0,8.52,434.0,158.0,62.0,35.0,14.0,35974.0,8109.0,10450.0,18196.0
G1179,3709.73,9809.59,4231.06,355.03,3301.95,15985.78,3154.92,9981.6,1589.13,9371.6,10362.93,9126.89,9918.42,11584.48,8651.92,9465.41,11360.93,13337.78,13178.73,10619.26,8603.06,1221.6,1.12,2597.61,5247.73,105.0,682.25,1587.72,559.05,1279.63,705.23,1207.66,2.0,406.05,249.28,451.39,758.42,269.81,43075.01,15812.87,14181.75,12109.98
G1180,1.13,2.49,9.15,6.89,4.19,6.25,8.0,5.46,9.83,6.58,3.0,2.0,1.0,7.87,6.14,4.44,6.22,2.32,2.0,1.0,1.0,9.44,7.08,3.46,2.89,4.32,3.23,1.46,5.9,6.68,2.0,4.52,4.68,2.4,4.48,3.0,1.57,7.89,2.06,3.0,4.36,2.75
G1181,5.96,2.76,4.65,8.96,5.9,9.29,4.45,9.99,9.09,7.08,5.61,6.96,4.35,9.09,6.35,2.75,2.24,3.21,7.02,1.87,1.88,4.52,6.94,3.41,1.55,5.8,7.83,4.1,8.5,1.94,2.69,2.39,6.73,4.49,1.87,1.0,1.0,1.0,10.0,1.1,5.0,3.0
G1182,208.17,605.51,261.16,20.44,158.51,871.19,131.59,436.46,129.48,724.14,367.92,464.12,574.46,355.44,581.04,413.81,825.37,1002.99,799.98,660.77,399.3,51.15,6.51,130.33,345.34,6.0,93.88,202.91,90.23,153.68,123.29,139.04,1.75,85.41,38.8,130.55,216.71,77.36,4418.19,1337.93,1185.37,881.58
G1183,12.0,11.0,1.65,6.98,13.0,19.0,2.0,7.0,3.58,2.0,7.0,11.0,12.0,4.0,4.0,1.0,5.0,17.0,5.0,5.0,16.0,4.0,8.86,3.0,11.0,1.0,4.48,2.0,5.03,1.57,7.23,1.0,9.5,6.26,2.78,6.77,7.53,1.0,125.0,16.0,33.0,1.0
G1184,474.0,1054.0,493.0,49.0,482.0,1623.0,238.0,972.0,333.0,2099.0,901.0,1021.0,1198.0,559.0,784.0,675.0,1221.0,1184.0,1001.0,1045.0,1082.0,167.0,5.43,459.0,847.03,23.0,91.0,297.0,147.0,275.0,110.0,226.31,1.35,40.0,23.0,17.0,23.0,12.0,6372.0,1559.05,1692.0,2585.0
G1185,29.0,49.0,15.0,1.0,11.0,94.0,10.0,54.0,22.0,96.0,53.0,76.0,71.0,64.0,55.0,60.0,106.0,105.0,111.0,112.0,55.0,7.0,5.21,40.0,44.0,2.0,5.76,22.0,4.0,16.0,12.0,14.0,2.0,4.0,1.0,5.04,1.0,9.39,796.0,188.0,213.0,138.0
G1186,9.23,6.52,5.39,8.13,9.84,1.9,6.48,2.38,5.21,2.42,6.77,8.41,4.58,3.26,7.3,2.78,4.94,9.78,7.78,3.61,8.04,5.46,7.5,8.92,4.81,5.01,7.96,9.07,7.7,2.79,7.66,5.54,1.45,8.01,1.76,3.22,2.48,1.09,6.74,9.56,4.69,5.62
G1187,5.0,10.0,9.7,2.18,6.0,8.0,4.0,13.0,1.0,4.0,1.0,4.0,16.0,4.0,26.0,20.0,12.0,14.0,11.0,12.0,7.0,1.0,8.12,4.0,4.06,8.44,6.22,8.48,4.88,1.7,3.0,4.0,3.75,1.0,9.6,2.0,6.93,2.0,55.0,19.0,15.0,3.0
G1188,4.33,2.1,3.96,6.33,4.83,2.19,8.35,8.08,8.12,8.15,3.46,3.14,4.4,7.98,8.3,5.64,8.52,5.55,8.18,5.08,7.08,1.29,5.45,8.09,7.6,3.03,9.51,5.95,6.93,4.75,6.09,3.62,2.86,5.69,9.97,5.81,6.76,7.55,8.7,3.16,1.39,4.66
G1189,2.58,7.1,8.62,2.44,8.67,5.22,2.55,1.0,1.5,2.0,1.76,1.0,2.8,6.82,1.47,7.8,2.0,3.84,7.74,8.79,2.0,1.0,3.92,8.06,2.35,9.44,9.85,5.21,2.26,3.0,6.87,8.86,6.27,1.0,2.0,6.0,6.0,2.0,3.0,1.0,1.0,4.0
G1190,95.0,290.0,140.0,8.0,73.0,463.0,67.0,276.0,613.0,4096.0,254.0,338.0,382.0,202.0,284.0,214.0,411.0,387.0,349.0,368.0,362.0,42.0,7.69,153.0,316.0,3.0,12.0,98.0,43.0,103.0,72.0,102.0,3.72,25.0,25.0,35.0,68.0,28.0,1595.0,456.0,491.0,4598.0
G1191,8.64,3.85,7.41,9.74,1.06,9.57,3.57,9.89,6.96,1.92,8.87,8.74,9.92,2.74,9.93,7.99,2.51,6.01,5.96,3.83,9.87,4.06,7.28,4.34,3.03,5.44,9.74,6.83,6.63,9.6,6.14,4.59,7.43,8.78,3.67,7.65,1.72,8.35,9.72,2.78,1.26,2.53
G1192,44.0,124.0,31.0,9.0,62.0,220.0,26.0,79.0,7.0,55.0,73.0,77.0,103.0,49.0,69.0,63.0,77.0,133.0,88.0,80.0,207.0,20.0,9.15,90.0,189.0,5.0,43.0,64.0,34.0,131.0,68.0,85.0,9.27,21.0,10.0,5.0,7.62,2.0,269.0,49.0,71.0,66.0
G1193,8.74,6.78,9.4,7.53,4.21,5.08,7.22,3.52,9.31,9.4,8.09,3.93,3.67,7.65,7.95,4.14,9.83,7.54,7.41,4.5,6.87,8.15,6.8,6.15,4.28,7.06,4.04,5.96,8.75,5.07,5.7,9.56,8.36,2.88,8.35,2.0,1.92,4.04,4.47,9.97,4.64,4.75
G1194,178.0,363.0,226.0,12.0,110.0,604.0,70.0,274.0,3.0,61.0,304.0,211.0,320.0,268.0,179.0,202.0,252.0,439.0,378.0,313.0,373.0,50.0,2.76,78.0,175.0,4.0,6.0,34.0,15.0,10.0,6.0,6.0,3.11,4.0,2.0,40.0,53.0,36.0,594.0,158.0,178.0,59.0
G1195,1141.47,2637.25,1243.0,105.14,1041.0,4334.35,816.83,2637.0,647.6,4041.23,2480.8,2840.86,2817.34,2078.0,2166.85,1542.34,3245.04,3063.63,2597.14,2731.18,2915.95,478.29,1.0,1179.0,2535.69,47.0,227.0,549.0,231.0,471.0,196.0,317.1,1.73,79.23,27.6,111.0,201.39,64.88,11051.75,2938.67,2978.89,5390.61
G1196,5.06,2.0,1.0,2.86,3.16,2.0,3.2,1.0,19.0,154.0,4.0,6.0,5.81,4.47,7.05,2.0,1.0,2.0,1.02,2.0,4.73,1.32,9.55,4.0,7.55,6.43,6.2,1.0,6.37,2.0,2.0,11.0,8.76,2.0,3.0,3.0,8.0,1.0,38.0,18.0,14.0,177.0
G1197,7.0,6.07,5.5,3.23,9.87,1.0,9.72,1.36,2.62,1.99,7.96,3.59,2.0,4.4,5.49,2.0,6.44,1.0,5.88,4.62,1.0,1.8,5.51,9.74,2.0,7.9,7.86,8.31,7.95,6.06,3.57,5.19,4.51,3.53,5.69,1.67,1.71,2.48,3.0,1.0,7.94,2.0
G1198,823.94,1846.98,960.45,94.55,580.19,3140.23,582.86,1914.86,353.86,1943.32,2085.03,2840.05,3445.53,2446.54,2306.85,2866.95,3347.72,2808.56,2380.46,2385.11,2145.82,286.86,5.23,568.08,1408.39,23.0,182.47,478.17,233.93,612.01,352.41,605.09,7.96,269.47,131.77,847.59,1206.91,467.91,9059.23,2567.21,2722.56,2547.66
G1199,243.0,575.0,269.0,22.0,229.0,980.0,140.0,542.0,85.0,567.0,616.0,543.0,726.0,416.0,463.0,490.0,631.0,729.0,603.0,619.0,803.0,79.0,2.99,368.0,666.0,18.0,87.0,172.0,98.0,358.0,228.0,342.0,3.71,213.0,116.0,502.0,864.94,302.0,3562.0,937.0,967.0,620.0
G1200,2.51,8.43,7.32,1.73,3.76,1.36,4.22,7.22,9.65,9.23,6.01,2.92,1.5,9.81,4.43,1.73,2.87,5.12,7.52,5.56,3.29,9.57,1.43,3.13,4.22,1.41,7.2,2.49,4.8,7.24,8.91,8.05,1.0,9.51,5.81,7.77,1.91,9.6,5.61,2.96,6.55,3.15
