,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
G1322,3.5,4.52,3.26,3.44,4.4,6.42,0.73,7.06,1.34,8.0,7.28,9.77,3.2,6.41,165.5,8.08,7.19,7.6,8.3,7.27,4.96,14.22,4.28,2.73
G1323,4.84,3.11,4.43,1.0,3.98,9.71,4.41,4.25,3.59,7.99,2.03,6.82,8.62,8.73,5.92,9.77,3.17,1.03,4.94,2.14,4.08,1.08,7.72,4.62
G1324,1926.0,2208.0,1413.0,236.0,347.0,651.0,805.0,356.0,209.0,262.0,213.0,392.0,199.0,603.0,1428.0,946.0,247.0,544.0,889.0,994.0,1100.0,374.0,432.0,1163.0
G1325,423.2,1595.63,588.52,188.56,1627.24,1148.98,818.86,20.0,47.68,35.46,51.93,63.97,46.14,335.44,1187.95,542.28,809.53,442.2,861.57,573.61,90.87,1459.6,1942.36,1590.33
G1326,73.07,35.0,16.0,15.0,13.0,29.0,31.0,1.0,2.0,2.0,6.0,5.0,5.0,15.0,62.0,32.0,2.0,2.74,17.0,3.0,4.0,25.0,92.0,47.0
G1327,7.0,6.73,1.0,23.0,7.33,5.0,6.66,9.07,1.0,9.24,7.76,3.0,8.93,4.46,8.54,5.46,6.59,1.98,5.67,3.54,7.42,7.41,3.72,8.66
G1328,9.98,9.96,4.85,12.0,3.66,7.87,41.0,4.23,1.96,3.56,7.94,6.64,1.52,6.27,3.85,7.76,5.91,9.52,162.0,5.37,4.0,1.04,9.0,2.76
G1329,47.0,91.0,44.0,129.0,64.0,52.0,159.0,11.0,28.0,16.0,22.0,21.0,31.0,30.0,151.0,108.0,32.0,96.0,90.0,151.0,21.0,7.18,55.0,215.0
G1330,154.0,96.0,94.0,1.0,58.0,31.0,44.0,18.0,13.0,15.0,14.0,29.0,227.0,41.0,16.0,153.0,77.0,44.0,15.0,59.0,182.0,9.96,218.0,269.0
G1331,2517.99,1821.0,2228.58,727.73,755.39,1378.7,2136.0,259.93,313.0,511.0,476.57,525.95,1808.97,1804.87,3013.95,2251.44,981.98,1476.69,4171.69,1452.0,1771.0,1534.91,3965.8,2317.95
G1332,115.0,571.0,163.0,82.0,41.0,86.0,199.0,83.0,110.0,148.0,124.0,1150.0,73.0,10.0,731.0,80.0,83.0,36.0,259.0,6.76,121.0,233.0,183.0,1547.0
G1333,188.0,161.0,498.0,2.49,110.0,149.0,148.0,36.0,30.0,32.0,12.0,8.0,67.0,98.0,1.0,350.0,3.0,274.0,124.0,33.0,82.0,6.27,351.0,8.92
G1334,956.0,394.0,819.0,108.0,159.0,126.0,346.0,54.0,44.0,72.0,52.0,121.0,277.0,152.0,114.0,192.0,21.0,197.0,164.0,233.0,174.0,429.0,782.0,543.0
G1335,814.0,1012.0,656.0,227.0,439.0,772.0,1304.0,163.0,224.0,152.0,204.0,297.0,629.0,596.0,984.0,584.0,402.0,864.0,1418.0,429.0,670.0,466.0,531.0,815.0
G1336,418.84,1126.59,595.37,42.31,1016.86,860.28,502.62,932.24,84.91,2479.71,21336.07,2278.4,453.14,7738.02,1772.33,3477.69,2983.46,2399.16,1419.0,12137.64,1135.52,1360.36,7555.86,29811.04
G1337,346.0,710.0,232.0,105.0,128.0,221.0,168.0,145.0,214.0,98.0,183.0,142.0,1053.0,2821.0,531.0,471.0,496.0,270.0,1344.0,257.0,875.0,954.0,1465.0,1426.0
G1338,1.0,1.0,4.0,4.17,4.0,1.0,2.0,1.0,4.08,4.66,5.84,1.0,2.35,7.22,9.29,9.27,7.31,2.56,1.88,6.2,8.2,6.64,5.98,2.78
G1339,2.53,3.0,9.36,1.0,1.0,8.0,4.74,3.0,5.0,3.74,7.0,1.0,3.02,2.0,9.5,3.17,7.43,8.82,5.53,5.18,4.0,9.06,2.36,5.73
G1340,331.0,536.0,451.0,118.0,581.0,530.0,357.0,147.0,79.0,193.0,173.0,257.0,120.0,215.0,154.0,225.0,437.0,390.0,372.0,448.0,185.0,379.0,383.0,778.0
G1341,2014.0,2940.0,2753.0,1147.0,5442.0,4827.0,4042.0,3970.0,975.0,1764.0,2767.0,2636.0,3473.0,5161.0,4608.0,6795.0,7358.0,6001.0,4517.0,13650.0,2012.0,10291.0,14506.0,10659.0
G1342,339.0,369.0,303.0,104.0,224.0,250.0,304.0,70.0,53.0,53.0,87.0,88.0,719.0,1213.0,778.0,864.0,1668.0,374.0,1071.0,820.0,750.0,571.0,995.0,1244.0
G1343,1.71,4.36,7.69,29.0,2.0,2.3,3.08,8.95,2.0,1.0,2.28,1.0,8.27,7.71,3.09,5.53,6.39,2.69,2.31,6.04,7.0,9.18,4.3,3.92
G1344,180.0,212.0,149.0,47.0,164.0,103.0,83.0,37.0,16.0,51.0,57.0,99.0,37.0,289.0,78.0,41.0,83.0,20.0,79.0,105.0,36.0,235.0,140.0,203.0
G1345,674.0,4865.0,11236.0,301.0,6623.0,8733.0,8477.0,4027.0,4143.0,1893.0,7293.0,660.0,962.0,21235.0,6014.0,605.0,5653.0,17094.0,25853.0,30508.0,19037.0,7994.0,13378.0,12573.0
G1346,1398.0,1166.0,2505.0,155.0,711.0,542.0,692.0,126.0,124.0,259.0,261.0,287.0,642.0,3093.0,1984.0,1243.0,1636.0,1286.0,2372.0,1914.0,653.0,4324.0,3801.0,7926.0
G1347,422.0,797.0,715.0,387.0,446.0,547.0,543.0,201.0,454.0,477.0,358.0,541.0,863.0,623.0,791.0,1082.0,656.0,288.0,1749.0,649.0,402.0,536.0,896.0,578.0
G1348,18.0,261.0,21.0,10.0,56.0,141.0,161.0,57.0,7.0,304.0,102.0,143.0,6.79,122.0,54.0,5.0,8.0,164.0,143.0,12.0,61.0,390.0,197.0,429.0
G1349,67.0,743.0,384.0,92.0,787.0,1986.0,1767.0,101.0,220.0,214.0,186.0,245.0,9.0,3313.0,116.0,59.0,268.0,791.0,45.0,985.0,138.0,551.0,2425.0,950.0
G1350,564.46,421.59,577.04,94.37,430.59,316.65,217.16,269.18,88.75,562.82,324.94,363.51,127.95,323.63,237.93,84.0,295.84,160.0,278.63,455.0,130.6,425.0,250.0,1048.0
G1351,1185.0,883.0,804.0,331.0,345.0,527.0,264.0,272.0,1000.0,437.0,1490.0,551.0,835.0,2061.0,1813.0,412.0,1408.0,670.0,1013.0,1969.0,1099.0,1578.0,1890.0,1471.0
G1352,912.0,2432.0,2190.0,1031.0,7950.0,6487.0,9671.0,16109.0,12564.0,5104.0,4834.0,13699.0,102.0,117.0,4.0,23.0,87.0,17.0,31.0,60.0,32.0,112.0,3785.0,145.0
G1353,451.0,445.0,1149.0,98.0,361.0,258.0,237.0,247.0,114.0,491.0,162.0,326.0,319.0,783.62,552.0,201.0,199.0,287.0,64.91,470.12,347.84,1360.0,571.73,993.88
G1354,627.44,2905.81,1186.72,236.63,1234.08,984.35,570.82,1880.62,363.29,1712.94,900.21,1987.32,325.64,7349.52,906.06,422.6,574.32,1070.0,641.62,1179.28,2315.06,1000.14,1152.06,1607.64
G1355,382.0,275.0,842.0,136.0,371.0,262.0,224.0,236.0,143.0,567.0,471.0,474.0,268.0,918.0,331.0,180.0,316.0,205.0,192.0,827.0,215.0,493.0,467.0,506.0
G1356,139.0,118.0,165.0,16.0,103.0,57.0,75.0,56.0,16.0,66.0,46.0,95.0,118.0,103.0,157.0,59.0,112.0,28.0,79.0,143.0,87.0,82.0,47.0,235.0
G1357,700.0,300.0,692.0,127.0,202.0,110.0,249.0,61.0,54.0,66.0,68.0,135.0,502.0,799.0,361.0,664.0,786.0,248.0,302.0,422.0,435.0,487.0,418.0,2581.0
G1358,1537.0,4931.0,4650.0,566.0,3009.0,2507.0,2387.0,857.0,329.0,770.0,649.0,831.0,1117.0,4197.0,1667.0,2432.0,1632.0,5179.0,4070.0,4180.0,1839.0,2372.0,3847.0,5723.0
G1359,845.0,8902.0,584.0,209.0,14510.0,1449.0,3179.0,642.0,73.0,1645.0,535.0,1992.0,95.0,2324.0,445.0,153.0,2065.0,832.0,1378.0,476.0,409.0,1181.0,995.0,5074.92
G1360,5725.0,6572.0,11787.0,1236.0,9638.0,4015.0,7271.0,5054.0,1543.0,11055.0,3849.0,5830.0,3014.0,2713.0,2080.0,4137.0,2976.0,11010.0,5455.0,6350.0,5260.0,1675.0,5906.0,9581.0
G1361,8.97,6.74,9.81,6.24,4.53,8.27,1.8,6.51,1.0,3.29,9.3,4.05,2.96,10.3,11.4,9.45,2.09,6.59,3.5,1.0,4.93,2.32,1.49,35.0
G1362,2.85,1.0,3.0,8.81,2.0,9.53,34.0,1.0,1.0,19.0,5.0,7.0,5.48,6.72,2.92,1.0,2.0,1.0,5.55,4.84,9.27,2.87,14.0,4.09
G1363,68.0,8.0,1844.0,18.0,537.0,24.0,4.0,5.0,44.0,32.0,2.0,35.0,3.0,3.53,7.0,48.0,170.0,8.52,5.86,7.71,4.86,2.0,5.52,8.95
G1364,10838.0,14897.0,19489.0,2277.0,27550.0,10496.0,12259.0,1816.0,914.0,1237.0,1074.0,2379.0,1195.0,4828.0,4849.0,6303.0,6145.0,18251.0,13856.0,5865.0,2538.0,5648.0,6719.0,10380.0
G1365,1739.0,2050.0,1636.0,490.0,3610.0,2075.0,1482.0,532.0,297.0,926.0,513.0,995.0,621.0,4471.0,1028.0,589.0,836.0,1253.0,610.0,472.0,739.0,1232.0,2209.0,2435.0
G1366,4.0,8.0,7.0,1.0,8.0,2.0,2.1,5.84,3.27,1.0,1.0,1.19,2.0,2.0,5.0,41.0,1.0,6.8,2.16,2.84,1.0,74.0,83.0,150.0
G1367,5.11,8.93,8.91,1.0,2.0,4.75,2.29,4.11,5.84,8.29,6.51,6.78,1.0,9.51,9.08,12.0,1.18,6.98,2.29,5.29,2.0,1.84,1.0,1.0
G1368,5056.23,4358.68,11068.39,691.66,4163.24,2894.38,6893.58,1956.64,1769.16,2957.94,1515.0,2037.76,2627.45,1918.79,3059.67,2945.58,1408.25,4700.73,3177.44,2388.0,3031.79,1078.08,3637.09,700.91
G1369,249.0,1621.0,216.0,162.0,326.0,1840.0,336.0,142.0,613.0,206.0,1202.0,291.0,111.0,1542.0,814.0,173.0,1329.0,927.0,772.0,2986.0,890.0,2459.0,2824.0,1807.0
G1370,8.16,2.0,5.0,100.0,6.0,6.65,3.0,4.97,1.0,1.0,3.0,5.0,8.33,9.01,8.78,9.0,1.0,3.99,1.6,8.66,2.0,9.99,1.0,1.58
G1371,60.0,63.74,60.75,75.76,98.0,113.0,173.0,58.0,190.0,383.0,383.0,347.99,13.0,106.0,29.0,38.0,18.0,117.0,38.0,28.37,42.0,24.0,44.0,182.18
G1372,1281.0,1211.0,1239.0,327.0,655.0,911.0,828.0,212.0,206.0,224.0,348.0,279.0,377.0,960.0,1105.0,762.0,503.0,854.0,982.0,673.0,661.0,1341.0,1493.0,1129.0
G1373,430.0,739.0,440.0,224.0,441.0,937.0,416.0,259.0,473.0,268.0,320.0,578.0,557.0,569.0,794.0,589.0,302.0,721.0,811.0,377.0,1914.0,439.0,2123.0,315.0
G1374,1293.0,47.0,541.0,5.0,234.0,92.0,183.0,16.0,25.0,89.0,35.0,16.0,120.0,18.0,16.0,45.0,17.0,103.0,26.0,38.0,2.29,6.0,42.0,2.62
G1375,10571.92,6217.98,7972.98,989.97,5352.93,12778.92,3874.94,1131.0,1776.0,3194.96,1980.97,1423.0,6333.97,5643.02,3581.93,3974.94,3354.98,11440.14,4511.94,1475.09,14399.96,2318.95,6017.91,2098.4
G1376,9.48,10.0,5.0,2.0,8.94,11.0,1.0,220.0,818.0,648.0,597.0,530.0,1.17,1.85,4.68,5.35,5.6,4.74,6.39,2.09,2.52,8.22,4.81,6.17
G1377,17.0,22.0,15.0,1.61,9.0,16.0,21.0,2.0,1.96,8.85,1.0,1.0,3.0,30.0,11.0,20.0,55.0,7.0,45.0,127.0,8.0,61.0,89.0,84.0
G1378,163.38,303.8,146.29,64.51,137.87,125.06,58.83,260.3,110.0,537.44,329.19,359.92,372.47,488.02,332.0,162.0,371.0,208.95,250.0,1504.0,629.0,372.0,683.0,835.0
G1379,5047.0,8666.0,5363.0,1698.0,5669.0,4402.0,6542.0,7650.0,2339.0,15001.0,5681.0,10679.0,3872.0,4813.0,7503.0,10747.0,2707.0,5665.0,6222.0,11158.0,5460.0,9636.0,5397.0,18872.0
G1380,124.1,136.12,94.53,31.0,40.55,108.9,110.36,20.32,29.29,28.8,16.6,29.74,46.05,111.3,70.82,35.46,26.86,64.42,57.0,36.66,97.72,51.41,25.0,106.63
G1381,12.0,7.0,16.0,14.0,1.0,2.93,3.0,2.23,5.23,9.26,2.62,2.0,3.0,3.0,1.0,7.85,1.91,3.48,8.21,7.13,8.77,1.24,9.64,5.87
G1382,5.37,3160.0,8.0,11.0,4.0,5.0,4.0,16.0,1.0,7.0,11.0,5.0,13.0,9.11,5.98,7.0,4.13,5.55,9.42,26.0,22.0,5.12,107.0,8.17
G1383,50.0,315.0,137.0,58.0,186.0,208.0,172.0,406.0,236.0,435.0,165.0,212.0,227.0,201.0,324.0,240.0,440.0,336.0,539.0,450.0,1144.0,621.0,366.0,809.0
G1384,176.0,236.0,280.0,40.0,281.0,282.0,114.0,46.0,58.0,20.0,83.0,35.0,113.0,34.0,126.0,111.0,412.0,111.0,64.0,80.0,44.0,127.0,215.0,188.0
G1385,14.0,2.0,7.0,2.0,15.0,2.0,3.0,6.65,6.0,2.8,1.0,4.1,2.0,6.37,9.99,3.0,9.0,8.39,4.07,1.0,5.13,3.29,5.76,9.42
G1386,92.0,133.0,109.0,212.0,181.0,152.0,240.0,52.0,142.0,160.0,1271.0,1245.0,21.0,40.0,1.0,6.0,34.0,5.47,1.08,2.81,9.57,1.0,623.0,12.0
G1387,3635.0,23.0,126.0,27.0,46.0,18.0,58.0,12.0,26.0,34.0,32.0,26.0,1114.0,42.0,1385.0,193.0,38.0,122.0,9.0,9.86,33.0,3.4,311.0,8.97
G1388,8.0,3.0,4.0,14.0,3.0,4.0,2.0,2.94,4.0,2.79,8.16,4.0,2.0,1.01,9.02,2.0,2.0,5.63,4.55,8.04,1.0,3.15,2.14,6.29
G1389,653.74,356.97,948.47,15.64,150.0,73.78,116.43,25.71,17.12,9.72,9.03,15.89,366.79,153.22,60.6,425.71,52.55,89.26,99.76,128.13,255.44,6.72,252.11,23.14
G1390,38.0,89.0,202.0,46.0,78.0,97.0,196.0,119.0,219.0,510.0,355.0,843.0,45.0,64.0,152.0,285.0,1.0,68.0,9.0,75.0,53.0,101.0,393.0,92.0
G1391,196.0,151.0,389.0,70.0,76.0,90.0,68.0,70.0,48.0,106.0,81.0,101.0,180.0,112.0,62.0,41.0,33.0,45.0,109.0,217.0,219.0,32.0,190.0,26.0
G1392,883.0,897.0,265.0,249.0,377.0,728.0,460.0,1120.0,286.0,500.0,329.0,534.0,942.0,2490.0,4953.0,736.0,1559.0,2114.0,709.0,8241.0,1759.0,1631.0,2665.0,2090.0
G1393,157.0,217.0,190.0,267.0,260.0,341.0,797.0,105.0,169.0,310.0,516.0,72.0,284.0,672.0,2850.0,2169.0,324.0,306.0,595.0,281.0,422.0,1317.0,949.0,8.0
G1394,3.0,1.0,3.5,7.14,2.0,1.0,9.97,6.75,8.63,7.77,2.01,4.0,2.0,2.9,1.52,3.28,3.09,7.94,8.81,2.56,2.37,9.1,8.71,7.26
G1395,1.0,60.0,3.0,20.0,3.0,26.0,19.0,5.0,4.0,2.67,20.0,1.0,1.7,5.24,5.21,5.55,5.57,8.34,9.24,2.28,9.38,5.12,2.14,5.28
G1396,8518.0,12900.0,3295.0,2632.0,5904.0,14060.0,5452.0,8501.0,3142.0,7687.0,8902.0,7629.0,10132.0,11521.0,17769.0,17092.96,13304.0,20468.52,9235.0,22359.0,24084.0,12126.0,22921.0,13850.0
G1397,734.0,997.0,615.55,243.82,418.0,738.93,659.0,341.93,304.0,525.0,489.0,467.0,605.0,950.0,837.0,886.97,580.97,1221.0,574.99,1669.95,2835.97,1111.76,1656.81,1485.68
G1398,47.0,49618.0,671.0,999.0,391.0,152.0,102.0,167.0,710.0,235.0,3469.0,5943.0,3.0,2482.0,214.0,2.04,6.66,6.74,6.27,16.0,1.0,702.0,43980.0,1226.0
G1399,6.48,3.84,9.95,4.82,4.71,8.76,4.24,9.09,8.78,6.43,6.66,3.01,4.2,7.31,3.05,4.85,1.19,5.42,6.71,1.36,1.11,3.08,3.42,5.64
G1400,338.0,25.0,135.0,15.0,11.0,18.0,37.0,12.0,23.0,18.0,49.0,45.0,186.0,7.0,178.0,36.0,3.5,15.0,2.0,6.42,12.0,3.65,92.0,1.49
G1401,86.67,22.0,8.0,73.73,87.2,4.61,19.0,12.0,1.0,17.0,137.69,92.0,45.0,99.08,956.74,126.0,65.0,18.63,21.0,138.84,44.0,98.0,188.59,420.37
G1402,264.0,95.0,583.0,40.0,104.0,44.0,201.0,36.0,119.0,63.0,67.0,43.0,347.0,377.0,1068.0,308.0,413.0,116.0,162.0,71.0,640.0,66.0,560.0,363.0
G1403,95.0,173.0,265.0,89.0,50.0,93.0,173.0,24.0,58.0,36.0,96.0,114.0,215.0,182.0,103.0,39.0,38.0,52.0,75.0,46.0,16.0,33.0,271.0,3.98
G1404,593.0,75.0,570.0,227.0,88.0,41.0,634.0,10.0,27.0,68.0,190.0,41.0,671.0,35.0,883.0,558.0,53.0,107.0,480.0,9.68,30.0,8.6,358.0,2.21
G1405,501.0,1156.0,1413.0,387.0,461.0,229.0,1914.0,75.0,514.0,177.0,148.0,392.0,3966.0,33.0,806.0,427.0,71.0,47.0,1.0,2.53,50.0,71.0,198.0,3.0
G1406,7.25,2.0,3.52,6.46,6.18,5.94,1.68,5.61,4.81,7.29,9.03,7.43,8.05,5.08,1.4,1.2,3.45,6.86,8.26,9.11,2.3,7.01,4.23,7.31
G1407,39.0,7.0,163.0,3.74,1.0,10.0,3.0,9.0,7.74,5.0,4.0,5.0,9.0,12.0,21.0,4.77,8.77,5.74,19.0,4.81,11.0,29.0,6.41,3.0
G1408,1007.0,739.0,528.78,284.46,760.69,895.35,856.58,396.0,153.0,319.0,358.0,479.0,325.0,405.0,1009.0,419.0,241.0,678.32,544.0,977.0,443.23,318.0,728.0,330.0
G1409,253.99,338.0,157.99,117.0,263.0,444.0,271.0,123.0,97.0,105.0,137.0,111.61,136.0,195.0,610.0,185.0,165.0,133.0,136.0,234.0,239.0,291.0,227.0,151.0
G1410,132.41,690.37,1969.07,721.97,350.41,740.96,1608.88,173.0,502.0,76.0,170.0,74.0,102.0,9.0,8.49,8.0,1.55,27.0,328.47,5.48,62.0,5.0,5.05,3.39
G1411,6619.54,4485.6,3221.29,955.42,3654.43,3046.46,2492.59,2282.92,1113.92,2691.67,2860.54,2503.76,2546.49,2083.46,2688.53,2088.71,1893.42,2945.99,1295.74,2860.29,3353.82,1965.93,3092.74,3472.14
G1412,254.0,277.0,188.0,140.0,127.0,118.42,104.0,113.0,76.0,92.0,103.0,108.0,136.0,152.0,202.0,202.0,91.0,122.0,133.0,186.0,91.0,72.0,237.0,346.0
G1413,415.35,588.0,261.0,83.0,184.0,272.0,213.0,218.0,59.0,89.0,120.0,132.0,279.0,265.0,633.0,800.0,272.0,446.0,148.0,2702.0,226.0,323.0,632.0,1011.0
G1414,421.0,17.0,66.0,1.0,9.0,22.0,16.0,10.0,6.0,6.0,7.0,10.0,55.0,13.0,8.0,39.0,8.0,15.0,6.42,93.0,2.0,49.0,49.0,9.13
G1415,20.0,6.84,7.95,72.25,2.21,46.6,17.74,4.44,4.21,8.29,4.52,10.0,5.89,2.23,3.6,8.47,1.04,78.04,25.0,7.75,4.57,3.39,1.64,107.31
G1416,6.36,4.18,7.09,10.0,7.17,1.46,1.76,4.14,5.8,6.95,1.0,1.15,3.39,5.0,9.73,9.79,7.63,5.27,4.8,8.6,3.14,5.03,3.31,8.17
G1417,7.43,1.76,4.0,8.0,7.52,1.0,1.22,4.75,1.0,7.72,4.33,1.0,9.21,4.51,5.19,5.81,6.83,8.64,6.41,8.29,1.86,8.44,9.03,5.84
G1418,461.0,647.0,540.92,123.9,441.95,904.0,257.89,173.0,126.0,125.0,122.0,178.0,225.0,553.0,691.97,371.0,484.0,804.94,296.0,1494.9,704.0,591.99,651.97,814.94
G1419,280.0,481.0,563.0,68.0,218.0,519.0,177.0,209.0,100.0,132.0,160.0,177.0,216.0,323.0,331.0,370.0,542.0,1058.0,575.0,1669.0,1301.0,742.0,847.0,785.0
G1420,8.41,5.14,1.0,6.41,1.98,9.42,9.95,3.7,8.44,9.84,1.0,6.12,6.56,3.7,2.16,5.91,1.79,2.55,8.88,7.25,8.63,6.9,7.09,6.16
G1421,214.23,39.76,722.0,23.38,155.0,45.61,247.52,23.76,21.0,71.17,58.35,36.41,128.05,13.36,297.38,233.86,600.18,144.86,129.94,166.25,189.44,415.02,42.9,328.73
G1422,4276.0,457.0,2484.0,805.0,872.0,1125.0,801.0,158.0,450.0,291.0,7100.0,4420.0,7727.0,328.0,3147.0,5987.0,1681.0,1954.0,1409.0,3.41,3942.0,12.0,4479.0,18013.0
G1423,936.0,932.0,1289.0,1151.0,1083.0,783.0,2002.0,345.0,1598.0,310.0,925.0,254.0,391.0,137.0,427.0,2071.0,42.0,234.0,325.0,220.0,18.0,113.0,1237.0,1.0
G1424,3.98,4.27,7.1,1.0,3.5,9.14,8.1,2.24,9.07,4.36,9.03,8.85,2.62,5.69,3.28,2.04,9.82,6.12,2.6,1.61,6.1,3.1,3.71,8.31
G1425,64.0,93.0,20.0,5.0,19.0,136.0,97.0,4.0,46.0,18.0,34.0,96.0,590.0,20.0,1040.0,18.0,71.0,127.0,526.0,11.0,357.0,58.0,393.0,475.0
G1426,3.14,1.65,8.27,9.82,3.83,6.78,2.85,3.2,8.32,6.27,6.97,6.74,5.09,6.16,9.56,3.77,5.25,8.83,2.86,5.39,7.63,9.4,9.14,5.49
G1427,32.0,67.0,7.0,12.0,12.67,18.0,11.0,1.0,4.0,2.0,8.0,25.0,40.94,14.0,21.0,8.43,1.37,87.0,21.0,7.58,14.0,1.0,179.0,163.0
G1428,1.72,1.0,4.98,2.88,6.86,6.96,6.91,5.83,6.34,3.79,8.96,5.74,4.75,2.53,9.11,9.17,9.46,8.09,7.54,4.79,7.68,6.59,2.64,7.84
G1429,646.0,314.0,311.0,98.0,293.0,255.0,358.0,50.0,51.0,67.0,79.0,70.0,73.0,281.0,708.0,921.0,411.0,454.0,581.0,238.0,226.0,463.0,719.0,452.0
G1430,466.0,1128.0,263.0,477.0,573.0,889.0,353.0,1396.0,864.0,3470.0,1119.0,1989.0,1187.0,1550.0,1043.0,612.0,2350.0,1154.0,617.0,5808.0,3118.0,4012.0,2688.0,4558.0
G1431,102.0,325.0,274.0,96.0,210.0,256.0,183.0,34.0,38.0,49.0,74.0,104.0,61.0,211.0,144.0,190.0,241.0,357.0,260.0,1445.0,276.0,541.0,1250.0,706.0
G1432,199.0,340.0,589.0,131.0,821.0,215.0,376.0,21.0,6.0,17.0,17.0,30.0,43.0,89.0,427.0,697.0,271.0,750.0,863.0,1495.0,46.0,965.0,1032.0,2625.0
G1433,101.0,68.0,184.0,236.0,156.0,583.0,465.0,88.0,42.0,139.0,296.0,147.0,77.0,199.0,360.0,479.0,124.0,594.0,81.0,123.0,165.0,246.0,457.0,304.0
G1434,4.0,3.0,311.0,42.0,302.0,7.0,1716.0,2.0,12.0,8.0,19.0,3.0,335.0,123.0,3070.0,12188.0,3361.0,6039.0,21440.0,154.0,4125.0,280.0,2291.0,5007.0
G1435,212.0,90.0,351.0,69.0,32.0,55.0,133.0,2.0,14.0,1.0,14.0,12.0,12.0,15.0,145.0,87.0,2.0,29.0,31.0,54.0,9.0,11.0,72.0,228.0
G1436,97.0,597.0,198.0,400.0,769.0,614.0,1225.27,148.0,529.0,421.54,566.0,1214.0,18.0,5.0,4.0,4.02,88.0,44.0,8.81,8.27,51.0,50.0,2530.0,5.93
G1437,10.0,1.0,2.0,1.0,4.0,1.0,8.0,9.29,1.73,7.56,2.0,3.93,1.0,9.0,6.0,8.71,9.24,3.0,23.0,2.81,3.41,1.77,8.0,2.24
G1438,1313.0,789.0,558.0,257.0,379.0,683.0,670.0,166.0,136.0,501.0,516.0,560.0,1158.0,1332.0,972.0,1089.0,789.0,741.0,1469.0,1886.0,2149.0,649.0,2760.0,1562.0
G1439,1501.28,263.71,1149.0,193.0,521.0,209.0,423.0,138.0,105.0,489.0,743.0,564.0,828.0,36.0,666.0,648.0,425.0,107.0,383.0,757.57,409.0,782.0,756.0,1357.0
G1440,1039.0,530.0,1894.0,23.0,668.0,605.0,509.0,53.0,60.0,38.0,37.0,17.0,477.0,391.0,142.0,1531.0,118.0,379.0,285.0,146.0,187.0,1.84,1057.0,9.83
G1441,4.08,2.75,3.57,35.7,1.0,7.0,2.17,3.6,7.68,1.0,4.55,8.0,7.07,5.51,4.0,6.08,1.19,1.18,6.94,1.21,3.49,1.0,64.92,4.12
G1442,2059.0,2354.0,1693.0,830.0,1530.0,2280.0,2062.0,796.0,336.0,502.0,387.0,706.0,1939.0,1608.0,6083.0,4674.0,1167.0,3030.0,590.0,4559.0,386.0,2131.0,17926.0,3574.0
G1443,99.0,109.0,325.0,91.0,583.0,297.0,832.0,179.0,261.0,938.0,660.0,1182.0,37.0,17.0,225.0,202.0,24.0,5.0,37.0,3.0,14.0,10.0,1209.0,9.0
G1444,77.0,153.0,1521.0,158.0,271.0,44.0,163.0,2.0,32.0,21.0,13.0,5.0,29.0,12.0,143.0,111.0,160.0,846.0,220.0,460.0,98.0,421.0,56.0,39.0
G1445,81.97,64.83,26.06,30.46,33.96,5.7,115.01,1.0,6.0,10.15,11.0,12.0,39.0,25.0,22.18,15.85,45.16,3.75,11.0,35.0,8.0,74.65,21.76,44.97
G1446,3344.37,2597.47,2573.59,954.94,2770.0,4002.98,2308.8,1913.36,739.65,2279.67,1262.0,1396.0,4622.99,1209.99,2597.0,3579.0,4627.92,13303.94,3622.99,10921.84,5348.92,3007.89,6366.86,5493.97
G1447,419.0,847.0,254.0,157.0,108.0,176.0,207.0,339.0,87.0,76.0,188.0,206.0,479.0,422.0,1334.0,491.0,45.0,123.0,939.0,1206.0,1201.0,41.0,208.0,66.0
G1448,17.0,14.0,165.0,74.95,54.0,4.07,46.0,5.0,8.0,9.0,24.0,6.0,15.0,7.01,59.0,226.0,24.0,60.0,6.0,3.75,90.0,1.0,61.2,8.1
G1449,498.0,257.0,305.0,108.0,285.0,187.0,201.0,96.0,109.0,101.0,109.0,122.0,445.0,87.0,264.0,401.85,351.0,204.0,112.0,313.0,400.0,285.0,103.0,253.0
G1450,1648.0,448.0,513.0,332.0,403.0,426.0,422.0,209.0,235.0,209.0,224.0,281.0,607.0,189.0,586.0,155.15,299.0,139.0,134.0,251.0,336.0,472.0,446.0,193.0
G1451,411.79,486.04,1046.81,122.5,497.97,324.98,424.09,271.0,181.27,334.2,144.1,232.59,182.63,164.99,596.1,270.05,356.73,237.75,313.1,51.04,613.93,253.05,449.45,694.13
G1452,79.0,46.0,56.0,6.0,34.0,56.0,30.0,15.0,16.0,28.0,19.0,24.0,12.0,56.0,11.0,1.0,5.0,43.0,34.0,41.0,25.0,19.0,30.0,21.0
G1453,1.0,39.0,9.0,69.0,65.0,76.0,48.0,24.0,54.0,110.0,72.0,90.0,6.18,1.0,1.99,8.0,3.0,7.21,9.0,1.19,6.17,6.61,4.61,4.19
G1454,1889.0,880.0,3685.0,386.0,2231.0,914.0,1113.0,314.0,189.0,619.0,379.0,736.0,873.0,1384.0,2861.0,1498.0,1630.0,1831.0,2654.0,2412.0,2189.0,891.0,1508.0,1196.0
